K,metric,mean,std,n,se,ci95_lo,ci95_hi
23,test_ROC_AUC,0.9239380530973452,0.021022789899801247,100,0.0021022789899801247,0.9197666754884627,0.9281094307062278
24,test_ROC_AUC,0.9257630987498244,0.020745328208257707,100,0.0020745328208257707,0.9216467755601195,0.9298794219395293
25,test_ROC_AUC,0.9249624244978227,0.021117722427922207,100,0.002111772242792221,0.9207722102157847,0.9291526387798608
26,test_ROC_AUC,0.9237907360584352,0.021521302707059212,100,0.002152130270705921,0.9195204426932783,0.9280610294235921
27,test_ROC_AUC,0.9230158730158731,0.021512271784456048,100,0.002151227178445605,0.9187473715816878,0.9272843744500583
28,test_ROC_AUC,0.9221446130074449,0.021021992727989124,100,0.0021021992727989123,0.9179733935747446,0.9263158324401451
29,test_ROC_AUC,0.9220325888467481,0.02134655739042175,100,0.0021346557390421747,0.9177969687435394,0.9262682089499568
30,test_ROC_AUC,0.9216821182750387,0.021363618500658894,100,0.0021363618500658895,0.9174431128774154,0.9259211236726619
31,test_ROC_AUC,0.9209579997190616,0.021739913165463788,100,0.0021739913165463786,0.9166443292961686,0.9252716701419545
32,test_ROC_AUC,0.9204628459053238,0.021953166190570486,100,0.002195316619057049,0.9161068614556914,0.9248188303549562
33,test_ROC_AUC,0.9204294844781571,0.022116580505830208,100,0.002211658050583021,0.9160410750830776,0.9248178938732365
34,test_ROC_AUC,0.9197160766961652,0.021981771253833174,100,0.0021981771253833174,0.9153544163813901,0.9240777370109402
35,test_ROC_AUC,0.9191596432083158,0.02192523727629489,100,0.002192523727629489,0.914809200461198,0.9235100859554336
36,test_ROC_AUC,0.9183501896333754,0.02236387613865029,100,0.002236387613865029,0.9139127114196266,0.9227876678471243
37,test_ROC_AUC,0.9184594044107318,0.021852581192897,100,0.0021852581192897,0.9141233782068453,0.9227954306146183
38,test_ROC_AUC,0.9179238657114763,0.021791818195739682,100,0.0021791818195739682,0.9135998962044888,0.9222478352184639
39,test_ROC_AUC,0.9173879758393033,0.02223159574244812,100,0.002223159574244812,0.9129767449260051,0.9217992067526015
40,test_ROC_AUC,0.9177468745610338,0.022275765434499356,100,0.0022275765434499354,0.9133268794225641,0.9221668696995035
41,test_ROC_AUC,0.9171460176991151,0.02228120825316607,100,0.0022281208253166073,0.9127249425873392,0.921567092810891
42,test_ROC_AUC,0.9168218850962213,0.022250159666948103,100,0.0022250159666948105,0.912406970697555,0.9212367994948876
43,test_ROC_AUC,0.9157293861497401,0.022475512720782152,100,0.0022475512720782154,0.9112697568161229,0.9201890154833573
44,test_ROC_AUC,0.9170684084843377,0.022454612966504243,100,0.0022454612966504245,0.9126129261153927,0.9215238908532827
45,test_ROC_AUC,0.9160050568900127,0.022496417090276413,100,0.0022496417090276414,0.9115412796759642,0.9204688341040611
46,test_ROC_AUC,0.9146238938053098,0.022747153426926275,100,0.0022747153426926274,0.9101103650623055,0.9191374225483142
47,test_ROC_AUC,0.9142319848293299,0.02272816332713554,100,0.002272816332713554,0.9097222241341172,0.9187417455245426
48,test_ROC_AUC,0.9143706981317601,0.02307183083153685,100,0.0023071830831536853,0.9097927463477531,0.9189486499157671
49,test_ROC_AUC,0.9139327855035819,0.02314666554098149,100,0.002314666554098149,0.9093399848896703,0.9185255861174936
