threshold,sensitivity,specificity,precision,accuracy,f1,youden_j,roc_auc,pr_auc,brier,log_loss,representation,n_features,classifier,split,best_cv_roc_auc
0.507537688442211,0.8214285714285714,0.9534368070953437,0.8141592920353983,0.9271758436944938,0.8177777777777777,0.774865378523915,0.9533576179917643,0.8770417952984743,0.06794036477913656,0.2710506352368054,og_xp_110,110,LogisticRegression,seed_0,0.9139811286681897
0.4371859296482412,0.875,0.9423503325942351,0.7903225806451613,0.9289520426287744,0.8305084745762712,0.8173503325942351,0.9361933797909409,0.9034612046246618,0.06520908247223346,0.25188216504411726,og_xp_110,110,LogisticRegression,seed_1,0.9097846145996606
0.4271356783919598,0.8214285714285714,0.9334811529933481,0.7540983606557377,0.911190053285968,0.7863247863247863,0.7549097244219194,0.9186925878999048,0.8404163008685013,0.07544515265107771,0.3027496618492163,og_xp_110,110,LogisticRegression,seed_2,0.9311518842305482
0.4120603015075377,0.8392857142857143,0.9467849223946785,0.7966101694915254,0.9253996447602132,0.8173913043478261,0.7860706366803929,0.9340354767184036,0.8866941602812722,0.06746653092659313,0.2642450875525718,og_xp_110,110,LogisticRegression,seed_3,0.9108205230805512
0.4371859296482412,0.8482142857142857,0.9445676274944568,0.7916666666666666,0.9253996447602132,0.8189655172413793,0.7927819132087426,0.9257008235666773,0.868538505115817,0.07092704200517043,0.2876250887458232,og_xp_110,110,LogisticRegression,seed_4,0.9229896606008671
0.4020100502512563,0.8660714285714286,0.9401330376940134,0.782258064516129,0.9253996447602132,0.8220338983050847,0.806204466265442,0.9319567627494457,0.8874173730297236,0.06659705683356475,0.2609657446754149,og_xp_110,110,LogisticRegression,seed_5,0.9230965759177089
0.40703517587939697,0.8392857142857143,0.9312638580931264,0.752,0.9129662522202486,0.7932489451476793,0.7705495723788407,0.9147331327209375,0.8585797937017796,0.07421749682466311,0.28353628054427943,og_xp_110,110,LogisticRegression,seed_6,0.9234511691784988
0.20603015075376885,0.8928571428571429,0.9379157427937915,0.78125,0.9289520426287744,0.8333333333333334,0.8307728856509344,0.945141748495407,0.8977818995550467,0.04822122481578983,0.18788490221717613,og_xp_110,110,LogisticRegression,seed_7,0.9177911606895531
0.5628140703517588,0.8035714285714286,0.9645232815964523,0.8490566037735849,0.9325044404973357,0.8256880733944955,0.768094710167881,0.8994100411783339,0.8595308482120136,0.0716620391465454,0.28398476464020134,og_xp_110,110,LogisticRegression,seed_8,0.9282670538718613
0.36683417085427134,0.8571428571428571,0.9312638580931264,0.7559055118110236,0.91651865008881,0.803347280334728,0.7884067152359835,0.9244733924611974,0.8838035717170657,0.06469416906248088,0.25691728473301073,og_xp_110,110,LogisticRegression,seed_9,0.9199012944135467
