representation,n_features,classifier,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,youden_j_mean,youden_j_std,f1_mean,f1_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,precision_mean,precision_std,accuracy_mean,accuracy_std,brier_mean,brier_std,log_loss_mean,log_loss_std
og_xp_110,110,XGBoost,0.9541237725688946,0.006738432621506759,0.9056513037636723,0.01163331729523635,0.778708029775103,0.04457255481962714,0.849054476058724,0.025796035630212183,0.7991071428571429,0.04803575116538388,0.9796008869179602,0.008150213600644681,0.9081957922980376,0.02914434602446018,0.9436944937833036,0.008499812514391029,0.04796757549047464,0.005449339995898282,0.1910546116468069,0.017603011450738483
pca_xp_50,50,ExtraTrees,0.9525182134938233,0.007815305756374855,0.9066020176649342,0.010525299767530322,0.5824457554640482,0.14381881811099906,0.5930164083635427,0.14308051817547257,0.9276785714285714,0.07197829140168983,0.6547671840354767,0.20572984064429592,0.47458183718642577,0.22918814598734444,0.7090586145648312,0.15195656113231368,0.051400123918621844,0.007211109784753603,0.2003444725669934,0.020307726008747997
og_xp_110,110,ExtraTrees,0.9517441400063351,0.006540748849324846,0.9000162116986283,0.009788485348142192,0.5572002692429521,0.30708136255735413,0.6525748118251196,0.23123005148229894,0.8991071428571429,0.08899257434180599,0.6580931263858093,0.3863848702757829,0.5975337655943792,0.3182022814724352,0.7060390763765543,0.2934108247021365,0.05084129557539496,0.0038655238301354366,0.21080338672320004,0.037257546305264726
pca_xp_40,40,ExtraTrees,0.9515897212543554,0.006604913425826721,0.9061224886708873,0.007984951373157703,0.6152241051631295,0.2816281221988186,0.7118501857706077,0.21231573048264712,0.8553571428571429,0.09596079958342026,0.7598669623059867,0.3692682598420018,0.7020168021525743,0.3065234492007516,0.7788632326820604,0.27804464029785897,0.05155209225538878,0.006151043425148582,0.2015280652698507,0.02212652574368501
og_xp_110,110,RandomForest,0.9505533338612606,0.0092339573769847,0.8970672304618279,0.011659342977822734,0.791752454862211,0.03260973461804343,0.8402751889044895,0.019897422811039622,0.8267857142857142,0.037457458863219696,0.9649667405764968,0.011676817536219648,0.8567100903295122,0.041091146106013804,0.9374777975133215,0.008195361266073781,0.05258176118510327,0.004142986919382248,0.20399316672819334,0.011039844101275106
pca_xp_40,40,XGBoost,0.950291019955654,0.008008646970287947,0.9080482868004942,0.012247138312389636,0.7986260690528983,0.030753658727731337,0.8521825421816818,0.01793372778741598,0.8267857142857142,0.03501295516631609,0.9718403547671841,0.009410088563430428,0.8809164295705008,0.03050623177431575,0.9429840142095914,0.006825474381032388,0.04653106182813641,0.0049650805488689114,0.18309312085008728,0.01789705890142847
pca_xp_30,30,ExtraTrees,0.9500514729173265,0.006952532523290339,0.9023028296356694,0.01330781616020919,0.45057214127336076,0.32673846267676804,0.5861454414469127,0.23580003494642576,0.9026785714285713,0.10347987880482039,0.5478935698447893,0.4234852028126627,0.52791644774196,0.34425250766586835,0.6184724689165186,0.3197408055486609,0.05009367006108797,0.005948232705289956,0.19994665159174146,0.02349302506774284
pca_xp_50,50,RandomForest,0.9500366249604054,0.00819270324153267,0.9026004579922295,0.011301314163005933,0.8071468165980361,0.027276505393567275,0.8511060400617281,0.02333384398633826,0.8410714285714287,0.03414197714214285,0.9660753880266075,0.01736645106717952,0.8651209440054408,0.05868329143742591,0.9412078152753107,0.011153812770897763,0.05100413433572326,0.0035398726346488377,0.2058066105973806,0.02026411016999554
pca_xp_40,40,RandomForest,0.9491566360468798,0.008571204629804966,0.9007352266032619,0.011397195846318677,0.7841542603737726,0.04168909357217543,0.8370846247614946,0.017259094491079954,0.8178571428571428,0.054586935800525586,0.9662971175166296,0.016320522249644347,0.8632556185506977,0.05376596311127817,0.9367673179396092,0.006965277049071733,0.05281938765957176,0.004258336426190185,0.21012281782926817,0.018624569852320014
pca_xp_30,30,XGBoost,0.9489091700981944,0.008135473681007201,0.9051511425912153,0.014563305691470177,0.798608251504593,0.02710083100022485,0.8557903608694477,0.024006933552821103,0.8241071428571429,0.028562126461928766,0.9745011086474502,0.014072012390731524,0.8922139528319148,0.04783790301739332,0.9445825932504441,0.010716236681348804,0.04818639419972891,0.009871341334510215,0.18984840910826656,0.032473467959990614
