source_id,y,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019
1792620565667968,0,0.42913476621673113,-0.7060543232600897,0.5033768101385105,-0.23774827341998808,0.07987005839604126,-0.006591020031158659,-0.009433859756940872,0.010304531735303164,-0.006723450719595079,0.00254098508251179,0.007455311835387511,-0.009824431140872038,-0.0023019398719893625,0.0032415540754629907,-0.01844365985223077,-0.005918035891670249,-0.009871743473474963,-0.010332144261647481,-0.0011176819270811095,-0.0003564852509380292
6052403489630720,0,0.41485230632522946,-0.6990630768855569,0.5103390263742031,-0.25731396887720115,0.09834067392293205,-0.024022871010533343,0.0007240646993085198,0.009182215577781714,-0.00782547930059818,0.005839677346168502,0.008879039568895812,-0.017243456712741866,0.01921562015716742,-0.013320541773902612,0.007682782305350316,-0.0050596335162750505,-0.0011297266104565481,0.004422984249261537,-0.020548599595235643,0.025947141956339452
10844075163628928,0,0.5510873338793882,-0.7324915285059846,0.37081502273493294,-0.09772051595263348,-0.033085933785487805,0.03107572100192982,-0.039686790564654094,0.003911591967845227,-0.00447031254578437,-0.03079224397518216,0.026644637957242912,-0.030704961541762252,-0.0031583766434056075,0.02786741114857113,-0.03177537763027024,0.026200120530707815,-0.029794649707576618,0.03577250009962472,-0.026962991899143862,0.03251380201917324
11015044926034816,0,0.4986766777557965,-0.7220322759784517,0.4394200417834298,-0.15633855662920598,0.03472399239199713,0.021431432310154763,-0.0007091712711231333,0.01436395040242325,0.03003666504749259,-0.010559647115270418,0.060954748060704965,-0.02354009638764698,0.04960606101037734,0.0017619763128422178,0.01885683326087786,-0.00461135955599211,0.018115712322701094,-0.020901744038826504,0.007196829008261103,-0.040576672969500995
11963171843658240,0,0.5346254152772132,-0.7222363125139353,0.4098892016204227,-0.14131044846908392,0.037958418474441216,0.00513422949469856,-0.005969331365897956,0.0225937674963038,-0.0009239846114606828,-0.0027271103326759758,0.03192314064972511,-0.026576790605897613,0.009228413873596754,0.007144843967619973,-0.010715871600882018,-0.002122657644624839,-0.005340242596641188,-0.009451172325725522,-0.0007470392819590996,-0.021251074828892724
16615171179593088,0,0.6290333706994512,-0.7018095223123973,0.29856892275363517,-0.005919081011846848,-0.05093595490436936,0.0604008241337221,-0.004394963779893344,0.003929465342857347,0.049437574386850466,-0.04258522628656963,0.07946512061091544,-0.043265293040026256,0.019189558631108057,0.025355877152009498,-0.02548086538121579,0.008511051302885922,-0.013333068937076569,-0.020726769180727182,-0.015551278066828985,-0.03603106975481267
25501939551450880,0,0.4736862105333947,-0.725898454270424,0.4571456626185924,-0.17161860103390142,0.016295712964787833,0.03240834141984612,-0.031316140055099737,0.00995339717183277,0.012527079742967986,-0.031605650506652226,0.04594620553574934,-0.04636735735732624,0.032806071355314825,-0.010723008698695807,-0.004036423363624564,0.01649009775597579,-0.01651107223172522,0.019398306142563184,-0.01488444953851018,0.009765294158317466
30269452033850624,0,0.4604960890950702,-0.706912727346853,0.47111563714857213,-0.22969644839904155,0.09274310696999558,-0.03257508690017086,-0.0011703134229127806,0.018206915997889157,-0.024994808706594363,0.014644592390063875,0.006085615653536478,-0.02716798085931088,0.03081702916077038,-0.02456306339803854,0.01722121166983042,-0.004672807247539236,0.0029023041164883434,-0.0018737180290741373,0.00011098027233729774,0.003786909725956315
31265029748469120,0,0.45073412504618166,-0.7088264332441798,0.48235029741063606,-0.22781921360808444,0.075850355557111,-0.010054275700911821,-0.018082205548526322,0.02506879230751593,-0.02692453971033535,0.01627278930517106,-0.003515209523951113,-0.008870924911885791,0.008963103596570689,-0.006900402021619643,0.008994228920019469,-0.0048706521561241375,-0.000739549246494047,0.011458794579089424,-0.023953260553340485,0.03180708810544627
35928500943041152,1,0.5703294303372585,-0.7053287265334207,0.38342812986707236,-0.11184268559058623,-0.02007962846816841,0.043170013437607846,-0.02584552295373282,-0.008717063628320483,0.038644738970159284,-0.058374220443972925,0.07306595121479914,-0.05594449445534408,0.023054868639883985,-0.005430736061274242,-0.0006165790315405591,-0.0013897338944963082,-0.01029794806883798,0.019347405245871953,-0.016371652454504337,0.004227784293612267
36876009385300352,0,0.5209221253954426,-0.7201502143186745,0.4123562184253258,-0.1689937831519141,0.03674693689215999,-0.011204387411015145,-0.030130459156210838,0.018469505040506415,-0.04740229184261859,0.015192325528925368,-0.025939312294006974,-0.013857212297746639,-0.020265520942347823,0.01821920424682478,-0.03182667867775121,0.030377785682588063,-0.005731389647607125,0.028034001101193032,0.003393923077864242,0.043024533661315395
44951132016854016,0,0.6237060052866891,-0.68060756955585,0.20833496840855725,0.06817697440555665,-0.16419899822534761,0.10225921372898625,-0.0698059076997567,-0.02006419044154295,0.06424464060232872,-0.10620523686413771,0.13311727414645633,-0.11661860488951364,0.07308371348726321,-0.01932333606099767,0.003167740967707618,0.045476305342953195,-0.0190715989685293,0.04163773782101048,0.020033408629103334,0.0005951333072496347
46608061680943872,0,0.6253541340198548,-0.7101624618601599,0.2790973249773191,-0.016314419442809334,-0.058137898987263625,0.0347455035717482,-0.015398807882234706,-0.021851041841908465,0.035336746093778536,-0.07510110997449915,0.06819219293407043,-0.0650094588199379,0.005878516439918771,0.023774953887386215,-0.03675553348800117,0.034097474503073766,0.014824662980443576,-0.00417507684818722,0.04488726908513057,-0.002720776965822348
56252977678408192,0,0.49954383172753647,-0.7295334895195421,0.4337056186271569,-0.12062841508163008,-0.00813667954410916,0.055179970927114394,-0.011776645747393935,-0.005858843338314138,0.052085479040984595,-0.04509800383802126,0.0697912382110549,-0.035593142784969556,0.015885506116749007,0.01200863252104599,-0.0196896699367363,-0.005793682940117016,-0.005410615908478248,-0.01200503652510565,-0.018387730400942093,-0.009343071317024032
