source_id,y,c000,c001,c002,c003,c004,c005,c006,c007,c008
1792620565667968,0,0.42923207750588604,-0.7065141614079656,0.5032199515921933,-0.23827150219180482,0.07926075615474275,-0.007274748658916734,-0.010371196523818358,0.009369700834577728,-0.007961939930328728
6052403489630720,0,0.41529663385348725,-0.6997272986803998,0.5110147418884202,-0.2575053577940011,0.09874815820971505,-0.023947670450585778,0.0011781630191308654,0.009325950003736233,-0.007230946694263257
10844075163628928,0,0.55382383608316,-0.7357961891653207,0.3718088616157075,-0.096853341238839,-0.035033871677232375,0.033435284086475676,-0.04247969511174253,0.006953124858484321,-0.007909897730356566
11015044926034816,0,0.5003212279978494,-0.7246732415020015,0.44265111321215445,-0.1587906920282932,0.038724048260506176,0.01820373212071718,0.004999518839811237,0.009878797069564575,0.037674346257707686
11963171843658240,0,0.535032772744433,-0.7231896653136893,0.4104729083145787,-0.14254786616622564,0.03856334225960834,0.003322122289598899,-0.0051258535871072965,0.02010610861622762,0.00019905447113078783
16615171179593088,0,0.6330775498220037,-0.7071526262942033,0.30099414853060164,-0.008194677720746606,-0.05024188758301823,0.05723355284386476,-0.0029435967124447,-0.0009332331129348889,0.05170963468528599
25501939551450880,0,0.4753341889865063,-0.72858473767584,0.4591873688454209,-0.17295301552338624,0.01736139042542546,0.031280127341941286,-0.029938983964016633,0.008281755893589081,0.014529591702576547
30269452033850624,0,0.46087939849328874,-0.7075990804236512,0.4721439609037403,-0.2306112402755455,0.09423578300419157,-0.033862963819239505,0.0009401884992586355,0.01646152634327064,-0.022210550370692465
31265029748469120,0,0.45145028291834727,-0.7096446093001754,0.4829855102591646,-0.22735372246273522,0.07567474762258627,-0.008734830305591705,-0.018551437547334276,0.026950994969555424,-0.027549512755157324
35928500943041152,1,0.5736279095925443,-0.7099848252876149,0.3864354017743178,-0.11433351472573029,-0.018536773568737883,0.0404272215256634,-0.023574799902659996,-0.012875663734827658,0.04205437839391946
36876009385300352,0,0.5231768671421482,-0.7224787848013621,0.41319479505743983,-0.1672245682520403,0.0348866285938982,-0.007184016483116033,-0.033241993299347614,0.024170902303551702,-0.0515599333346473
44951132016854016,0,0.6410336095226924,-0.7001441496635892,0.2168924637486003,0.06701934190666115,-0.16323007794140698,0.10026869951898565,-0.06383893679134427,-0.02713840409041631,0.07635689136160324
46608061680943872,0,0.6312429464430702,-0.7172673666160029,0.28299097919350985,-0.018177281822196783,-0.05614410401954262,0.03233713973615042,-0.011869364204112335,-0.025801426545639234,0.04051065333215553
56252977678408192,0,0.5015260126542997,-0.7330928295552804,0.4358690386770243,-0.12300406444664347,-0.007197201460446636,0.05234157173994847,-0.010404253055517308,-0.010081233997444709,0.05416108876730279
63139734399542528,0,0.5228860507006658,-0.719338481561942,0.42128376480847146,-0.16681925706057313,0.05255779630256929,-0.003970279969304334,-0.009063235003307262,0.02858273824563969,-0.012508064591225408
64368713521485568,0,0.5397033083505159,-0.7323403868837572,0.3968547825013141,-0.11035465218026422,-0.02056396118324921,0.03602796077936885,-0.020993351599570807,-0.009927434275332896,0.021583878759951276
69784942159807232,0,0.4969710294144837,-0.7245667608045434,0.4403878570703317,-0.17165655867576124,0.046914211883140884,0.005314709485666859,-0.009353981748803981,0.043043296854474916,-0.021117634250158734
69886853143994496,0,0.5648649913342538,-0.7354524210628878,0.35444694801194154,-0.0506708339836409,-0.06085642314124867,0.06527021702232201,-0.017511404680126418,-0.013278891725880556,0.058227328799165375
74703607425569024,0,0.48270954261058724,-0.731511406288582,0.45138188567827914,-0.1615524684894824,0.013785204404324939,0.021905994755603304,-0.009679809154590676,-0.01562580620647493,0.03209336625038707
78846635958426496,0,0.4790263653217576,-0.7345790107336514,0.4516239189024155,-0.15202717985751607,-0.005213854696154399,0.04177073796504311,-0.028402702167593958,-0.011750191823991198,0.0336783527912568
79376016447500416,0,0.43535121225293544,-0.70013447121806,0.4933386129204011,-0.25360973866736136,0.10458882403339556,-0.034683683397952025,-0.0024700187190976356,0.012646477606496844,-0.016502825875953395
80762260092162688,0,0.5061935478228101,-0.7365972669963746,0.4260059345125714,-0.12767921120623113,-0.015773641822657412,0.04226880473887736,-0.026096238891686965,-0.007365775836454411,0.025274358814537125
83757226686850816,0,0.45652698216341303,-0.7188455413917607,0.476203520206256,-0.21000425584632387,0.06169523484126955,-0.00842412634008714,-0.0010578085750231247,-0.006731757091177333,0.006994185322511251
84006403509432192,0,0.5344023326466767,-0.7360746340682408,0.39528192481330254,-0.09549677610953528,-0.04270039192104767,0.05511361329043927,-0.03284492032423573,-0.010003636643250826,0.03465761437746801
85707760314515712,0,0.5386577007474832,-0.7224156782499987,0.4069770652932174,-0.14480908791096922,0.035949874627801276,0.00015868570076535472,0.0031542315452399413,0.007815798890212724,0.00010522311255880027
93468972376758144,1,0.5189996351842366,-0.7039142639962738,0.4384080212787815,-0.19828088339378447,0.05633211983860269,-0.014964882588579195,-0.008066951611755016,-0.012783520832825841,0.0011984283988188712
97013488627139328,0,0.4490319944655647,-0.7167977672783407,0.48699320831857495,-0.2091150052406389,0.05573390411063585,0.006496108226557801,-0.006954885387963528,-0.006432685902473255,0.021012877900637373
99836961472298752,0,0.4592566505821072,-0.7145754208469294,0.47481513588024277,-0.21671585353612513,0.06981673985427307,-0.02627909854230968,0.0038281774181030503,-0.019060123195209677,0.010354272549864015
100734064176680704,0,0.4695029291097286,-0.7261545539901951,0.4631377250498966,-0.1894600108300438,0.03195850813803764,0.012989454259369277,-0.021132808645124873,-0.0017027892191840085,0.015341054456926654
101096662495962240,0,0.48371934119263893,-0.7354764635598712,0.4454727947301409,-0.13817071840085143,-0.01608879306722972,0.052332901964354306,-0.022259563806825856,-0.021046621053348008,0.06013968663479204
102622917779071744,0,0.4808036703126851,-0.7330820896018727,0.45338636522620845,-0.14724350805148378,-0.01079918549209419,0.04732232887350254,-0.04266775026286037,0.0012470583683324844,-0.0007186084397811843
102803104542235008,0,0.43054334982045434,-0.7073851197430749,0.4987900001953998,-0.2406616335313515,0.0807106812091141,-0.00946834647504061,-0.014792636039142628,0.019122478904708435,-0.018462806284349407
107344877838785408,1,0.5459660667613203,-0.7168804840019184,0.40774365194207224,-0.1300258479029085,-0.007163609371835451,0.035786514603389316,-0.015150777626943618,-0.02329483375172103,0.05232238059863501
107585292928397568,0,0.4749463710026522,-0.7339858986110698,0.4545963992037738,-0.1591179700446646,-0.005146507595832916,0.041524625160652626,-0.03586891064316788,-0.005036777855218943,0.025524533967984757
108002248353357312,0,0.5002941146764602,-0.7401149791543158,0.4220546199996462,-0.10695146226050448,-0.052049701690124586,0.07371203797998337,-0.045317499642117606,-0.011005922319840588,0.04527092687012572
115962815619380096,0,0.5616058402915953,-0.7348614063062394,0.34764221758410063,-0.03006259418116827,-0.09417599890901564,0.09441914699861546,-0.0558666666750633,-0.005395023121451505,0.04341011225479217
116691791828603136,0,0.4860951971839444,-0.728205816474759,0.4467461325685046,-0.16864255205418438,0.014539739829484026,0.02969759164817127,-0.04626509247389787,0.029250178693413658,-0.03627599867049705
120129277493243008,0,0.5384606800912172,-0.7325328917573415,0.3988000189257127,-0.11399684027630173,-0.0019348549754269575,0.02979936791248384,-0.011778106733989406,0.0011329114264285133,0.019676649178776602
121824174666929024,0,0.5588809724721875,-0.7331509418167232,0.3735591110257658,-0.07073728401298122,-0.03048812904085486,0.05691325199800274,-0.02224960954729986,0.02321764046327312,0.01971887732125881
