source_id,y,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029
1792620565667968,0,-1.5996216606823457e-10,-3.4605496934491443e-09,-7.157908934851285e-10,-4.418180058879087e-09,-3.0916861388243154e-10,-6.705491498978327e-10,6.734050332870349e-12,1.354354755841586e-10,6.40318637482752e-12,9.202668871490352e-12,-3.5631282374084853e-13,-2.124532796411814e-12,-3.3405711202481904e-14,5.065544449397467e-15,4.217980309093338e-15,1.2518823302638543e-14,-5.599420434011986e-17,-4.480948192139241e-16,-1.516239857036133e-17,-2.8739255542804346e-17,7.812856801131785e-19,2.001979588128082e-18,2.4808649981849984e-20,3.2346960762203975e-20,-2.3912724188623084e-21,-4.633735877036833e-21,-9.458146166106216e-23,-1.5043279318748075e-22,-8.904460714601927e-25,-1.2526160451148175e-24
6052403489630720,0,-1.2504468503955606e-10,1.046960024184069e-08,-5.722094747348043e-10,1.342172305784265e-08,-2.552549709203036e-10,2.0554901863532292e-09,3.96815642977397e-12,-4.1120605508637097e-10,5.379546915693216e-12,-2.8512447437213926e-11,-2.774032597361999e-13,6.48396556527858e-12,-2.9962818642425744e-14,-1.1099182611090394e-14,3.538227613143732e-15,-3.8459780869472635e-14,-3.663027950627366e-17,1.3589361935297958e-15,-1.3398822450941003e-17,8.906036370214365e-17,6.541155856102586e-19,-6.136545928669197e-18,2.3063827651563884e-20,-1.0146037910030412e-19,-2.0695571720753205e-21,1.4261027720868805e-20,-8.484604294528112e-23,4.656304842461042e-22,-8.161409480984667e-25,3.891563692386794e-24
10844075163628928,0,-4.688823797816747e-10,1.2557168384254439e-08,-2.1022716881474905e-09,1.6018737428812784e-08,-9.106834913026949e-10,2.426723713789861e-09,1.9326509895014015e-11,-4.910879497234034e-10,1.889763183869607e-11,-3.3232371008754734e-11,-1.0439687834383596e-12,7.695467760103254e-12,-9.92935035622969e-14,-1.937913559544117e-14,1.2439498767495135e-14,-4.5285679087647366e-14,-1.614744231200791e-16,1.6250856606638828e-15,-4.496022828861589e-17,1.0378265258560256e-16,2.3038926305963357e-18,-7.24522712990555e-18,7.396752424753707e-20,-1.1653210468350843e-19,-7.07577097577202e-21,1.675643593000349e-20,-2.8093451195376304e-22,5.4339121384741e-22,-2.6511817489911658e-24,4.52148539262887e-24
11015044926034816,0,2.3676560283108685e-10,-6.269138304988992e-09,1.060737775849549e-09,-8.008618174078861e-09,4.5901957066447525e-10,-1.2170766627723863e-09,-9.82760919643701e-12,2.4547152728555235e-10,-9.519955020432472e-12,1.673028409439019e-11,5.269978369925437e-13,-3.853553175035737e-12,4.9930240071787014e-14,8.791666034577262e-15,-6.266372593865953e-15,2.2730024915610917e-14,8.17940222998557e-17,-8.119573701979473e-16,2.2619707395302444e-17,-5.225309997099927e-17,-1.1605942417744937e-18,3.633663123078558e-18,-3.717382514315845e-20,5.893056315941566e-20,3.561920619556017e-21,-8.415919708403366e-21,1.4132404230058e-22,-2.734788281068755e-22,1.3332204740527391e-24,-2.2786301907346073e-24
11963171843658240,0,-6.426278309115847e-11,-2.5516105395804593e-09,-2.8765526672134157e-10,-3.2598723562032397e-09,-1.2429813521943565e-10,-4.954892516204831e-10,2.697805138528428e-12,9.991831505793823e-11,2.5745106226569847e-12,6.8123692991939775e-12,-1.4318518966987308e-13,-1.5687267683168295e-12,-1.343454240375878e-14,3.562773371466012e-15,1.6964062194148575e-15,9.254028373226158e-15,-2.2499305527220346e-17,-3.3051113884167127e-16,-6.099105620758035e-18,-2.1276044757369196e-17,3.142131565250521e-19,1.479317778161403e-18,9.97984146898104e-21,2.3997742210114074e-20,-9.617452300073562e-22,-3.426388535621241e-21,-3.803934092216138e-23,-1.1134738100263918e-22,-3.580986481139454e-25,-9.277670218425216e-25
16615171179593088,0,-2.98530903210614e-10,-9.413191270280288e-09,-1.3364690112245846e-09,-1.2050681454887266e-08,-5.776164286038204e-10,-1.8400029320724566e-09,1.2514240372659295e-11,3.692557905802387e-10,1.1965882272519515e-11,2.5435255680994404e-11,-6.651091937869115e-13,-5.812498583255832e-12,-6.248085676303509e-14,1.1210516139618365e-14,7.883632061063215e-15,3.4403743030015525e-14,-1.0435973675616215e-16,-1.2206483748986177e-15,-2.835771751484879e-17,-7.945151197481879e-17,1.4602209777000305e-18,5.493344208691444e-18,4.642456745880536e-20,9.017935255030971e-20,-4.470857451947506e-21,-1.2750264727885848e-20,-1.7689667172335442e-22,-4.155752159515225e-22,-1.6656832227497714e-24,-3.4693570736235054e-24
25501939551450880,0,-1.0327131165578117e-08,2.837453595231233e-07,-4.643891505183549e-08,3.6200972402283643e-07,-2.0203741584568417e-08,5.4853277081698684e-08,4.116854592468849e-10,-1.1098562806379697e-08,4.201964650972509e-10,-7.513027079697302e-10,-2.298267801861118e-11,1.7393713573146507e-10,-2.2273949901596925e-12,-4.368607824751058e-13,2.7659432118360227e-13,-1.0236435559042495e-12,-3.4826100228469308e-15,3.673130168024144e-14,-1.0067606035960166e-15,2.34591834752452e-15,5.121282578269816e-17,-1.63769151926225e-16,1.6681038570812803e-18,-2.6338045788273715e-18,-1.579861865572895e-19,3.787466979856995e-19,-6.303558722030966e-21,1.2281438715092738e-20,-5.966455737969222e-23,1.021841174776295e-22
30269452033850624,0,1.324544873378235e-09,-1.4539417352729212e-08,5.868718497527353e-09,-1.840099039397843e-08,2.497552150528242e-09,-2.7395356140946693e-09,-6.181168504563771e-11,5.645420056409617e-10,-5.1332735743305695e-11,3.6746101971758174e-11,2.955445283886872e-12,-8.75949574297988e-12,2.595056706659585e-13,3.294740135216058e-14,-3.379907807183398e-14,5.091389567869311e-14,4.949693896274175e-16,-1.870533875131678e-15,1.1847117100026544e-16,-1.1482142323018632e-16,-6.267389181388816e-18,8.18006428817498e-18,-1.887207378624092e-19,1.2606751719664614e-19,1.8881826183135773e-20,-1.8782984052265677e-20,7.334558701623861e-22,-6.029704134777151e-22,6.827977967894022e-24,-4.984973768046969e-24
31265029748469120,0,-6.705602280259019e-11,1.6627283038748364e-08,-3.079792077767783e-10,2.127824879374365e-08,-1.3812465062998876e-10,3.246329068854406e-09,2.0077398143824312e-12,-6.520349128069117e-10,2.9224879498366274e-12,-4.4833179916233735e-11,-1.4845421622057254e-13,1.0258992184616247e-11,-1.6497382328652757e-14,-2.0394047421768442e-14,1.9177063615339345e-15,-6.068685264480526e-14,-1.8704028333942025e-17,2.155606968733932e-15,-7.33981229482128e-18,1.4004433886004976e-16,3.5446425738248747e-19,-9.691942167814619e-18,1.276095078490927e-20,-1.5879180736415984e-19,-1.1294681573937019e-21,2.2487633344588975e-20,-4.665242663010584e-23,7.325998940473226e-22,-4.508185780453026e-25,6.1141439731270585e-24
35928500943041152,1,-1.7340928754335164e-10,6.9769819448757305e-09,-7.80223886629972e-10,8.92497092964223e-09,-3.397150056609233e-10,1.3603974376674718e-09,6.872788014058043e-12,-2.7350976512010596e-10,7.069018991957938e-12,-1.876679029692471e-11,-3.8592050190587555e-13,4.301075772357241e-12,-3.753813168945105e-14,-8.856088615916279e-15,4.652326271789638e-15,-2.5425189165248932e-14,-5.824159100819715e-17,9.043582066387647e-16,-1.6956004268660407e-17,5.861740392318409e-17,8.613875773236438e-19,-4.06147509832534e-18,2.812924322280518e-20,-6.637561142684365e-20,-2.659444568813595e-21,9.419397517246038e-21,-1.062022713686221e-22,3.0666973991973894e-22,-1.005751950994217e-24,2.5583426166302642e-24
36876009385300352,0,-5.77462297743373e-11,5.318210074985467e-09,-2.5631427651467227e-10,6.7779716433151536e-09,-1.0935509284843637e-10,1.0246673216164619e-09,2.6590182863134655e-12,-2.0782335540691404e-10,2.2521535528967658e-12,-1.3996385087297e-11,-1.289118538982203e-13,3.252743234780056e-12,-1.1460415266969135e-14,-8.71076162859583e-15,1.4811935192290284e-15,-1.9111388679147783e-14,-2.135249119659278e-17,6.879442985693589e-16,-5.214474165736444e-18,4.3704831730557004e-17,2.746969288358037e-19,-3.059277545600384e-18,8.338889288299449e-21,-4.8922971113250806e-20,-8.296406843385082e-22,7.068286515001667e-21,-3.230905234525893e-23,2.2888701744968323e-22,-3.0121596805509367e-25,1.9027236315200006e-24
