source_id,y,c000,c001,c002,c003,c004,c005,c006
1792620565667968,0,0.42932011541870807,-0.706616115696744,0.503237742061616,-0.23814620874642498,0.0790791201476149,-0.006981051600189195,-0.010668619131753399
6052403489630720,0,0.41538374201131184,-0.6998289067190044,0.5110455201631406,-0.2573862538765492,0.0985902189133744,-0.023659671610511503,0.0009107709043483101
10844075163628928,0,0.5538786281513872,-0.7358392995797288,0.37174972534248396,-0.0967283977626441,-0.03523938971445778,0.03365923497964968,-0.042778388917165844
11015044926034816,0,0.5006833710057388,-0.7249614420270054,0.44340609251927376,-0.15867553504779797,0.039699996081202206,0.01852478455738089,0.006397181785282748
11963171843658240,0,0.5352360130934334,-0.7232928923571643,0.41063119386555125,-0.1422015983881639,0.03858300179687857,0.003957702708797142,-0.005120425320980126
16615171179593088,0,0.633914907085353,-0.7079344475828153,0.3020482465820623,-0.008222237697277987,-0.0489838708071544,0.05726672450241448,-0.0010308782887235462
25501939551450880,0,0.47542616921174424,-0.7285932288531414,0.459440459325287,-0.17280689391324663,0.01773183703414833,0.031544718458493104,-0.029404403442237066
30269452033850624,0,0.46118770632179473,-0.7080278717270502,0.47221219851162943,-0.23046871099961252,0.09374771049786879,-0.03337061608620564,0.00011824014249944797
31265029748469120,0,0.4519558440538655,-0.7103313086740628,0.4832226094912845,-0.2271100894187908,0.07507273445735761,-0.007895058137173954,-0.019596338986648983
35928500943041152,1,0.574110704029206,-0.7105463294031398,0.38727060704716254,-0.11466271803304648,-0.017481230345940905,0.04004665133240727,-0.022032330881303273
36876009385300352,0,0.524191529143822,-0.7238735841302502,0.41338669267908307,-0.16711292973371206,0.03365324431064669,-0.0064359697152041725,-0.035228162670581854
44951132016854016,0,0.6434156700825298,-0.7027433714089493,0.21869862078040073,0.06670413119571227,-0.16183889699191606,0.09974908311050235,-0.06121922428667835
46608061680943872,0,0.6318962958529283,-0.7181003262896087,0.2838007417962844,-0.018706730669091093,-0.05516375293876879,0.03155042028800198,-0.010378882166202542
56252977678408192,0,0.5022138060662247,-0.7339625836239553,0.43709426225475845,-0.123336458703719,-0.005829686294632468,0.05207928465855259,-0.00840865994549561
63139734399542528,0,0.5233031671736619,-0.7197175617330683,0.4214727353056399,-0.1663941872338332,0.052285706714770244,-0.0030715259943669563,-0.009534411843334341
64368713521485568,0,0.5398094430728585,-0.7324869017273236,0.39719069693310316,-0.11056160616783631,-0.020018208055863327,0.035717916822974434,-0.02019621852526199
69784942159807232,0,0.49777364613182123,-0.7254570524675126,0.44085528212758374,-0.17109612913770347,0.04645899760929986,0.006683724608460233,-0.010153148407339416
69886853143994496,0,0.5658528336119281,-0.7366394942197516,0.35578098723907214,-0.051009482540273536,-0.059466272001700154,0.06494616467277058,-0.015378759628206775
74703607425569024,0,0.48292158810483743,-0.7318295948582638,0.45194576080187826,-0.16190447562541252,0.014602924075911246,0.02141863780225491,-0.00849414272848297
78846635958426496,0,0.4792753880921521,-0.7349164160756391,0.4522416461087867,-0.15231026725394062,-0.0043610461143037274,0.041413567544150244,-0.027165004427719606
79376016447500416,0,0.43554250284425317,-0.7004088378039482,0.4933764687132937,-0.2534962235215113,0.10422704861804395,-0.03430354948605555,-0.003082491143235723
80762260092162688,0,0.5063344465156929,-0.7367621312321695,0.426418992484088,-0.12784355020395533,-0.015134684396208617,0.04204235183920877,-0.02516429522235096
83757226686850816,0,0.4565053437275139,-0.7188378614000142,0.4762584871337536,-0.21011927169414918,0.06186705660237055,-0.008635645471526364,-0.0007988720274689024
84006403509432192,0,0.5347243969276201,-0.7364698527104484,0.39593393326946935,-0.09573618846460556,-0.04183896333031888,0.05482122915442857,-0.03157549785073924
85707760314515712,0,0.5387118957069958,-0.7224216159355827,0.4070192629371373,-0.14466802623270772,0.035956141125865725,0.0004052112897589319,0.0031584420186991607
93468972376758144,1,0.5189713253581993,-0.7039798364776509,0.4383980574754134,-0.19852316956792787,0.056359079064350184,-0.015367096182189798,-0.008022106786077971
97013488627139328,0,0.449082782203137,-0.716839791994556,0.4872788255449242,-0.20923934563907468,0.056265888090920216,0.006293131662077173,-0.006177061211152468
99836961472298752,0,0.4592485227496828,-0.7146795763534063,0.4749217885336608,-0.21707764845424166,0.07007371471728566,-0.026878025605493044,0.004211063806937645
100734064176680704,0,0.4695376057314282,-0.7261563947422719,0.4633444426099407,-0.18949060532329873,0.03234705729585543,0.012935529096969198,-0.02056465771357726
101096662495962240,0,0.4846092862935303,-0.7367528285254299,0.4469806854941797,-0.1387963487222397,-0.014585138828679798,0.05174625782514193,-0.020063603884234206
102622917779071744,0,0.48080877101824354,-0.7330823399606603,0.45338300680421767,-0.14722086739479537,-0.010817572201132525,0.04736235715214967,-0.04269497805462891
102803104542235008,0,0.43081224926917067,-0.7077492379662793,0.49890262673403557,-0.24045995058563172,0.08030212051137561,-0.008871884382709132,-0.015487490077496122
