source_id,y,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044
1792620565667968,0,0.42600981832417234,-0.7014387255842885,0.500408820167484,-0.2378424229507871,0.08089570878574168,-0.00956658579249262,-0.006989049938321123,0.006100350853463816,-0.0035674904192024084,-0.0026987749850877173,0.011234669387637586,-0.01605911578560117,0.002284794007895779,-0.0041757399127940855,-0.01300270308730633,-0.014334181045384293,-0.0037721005718553903,-0.01976592546736763,0.00563051799052853,-0.010894513201604799,0.006001799854804777,0.003741447998736111,-0.0008587621492864662,0.00508043245991672,0.0037952027725779583,0.008795810310662113,-0.0038733895049871225,-0.010566174328536971,0.017937375573329084,-0.022876126742486957,0.011125650432651105,0.0011765515026154047,-0.019860552310379778,0.022547169353383002,-0.01639960728535806,0.005104254383375555,-0.018974614951051925,0.028925913926469933,-0.034558915853916974,0.03965018719663309,-0.03934921331702984,0.03624919159187104,-0.004657630547614243,-0.023494649012867113,0.03975831535924157
6052403489630720,0,0.412429236812435,-0.6950011592696416,0.5077196927686667,-0.2561800334884611,0.09861357347462262,-0.024560454726972717,0.0019945396240724027,0.008173620774186,-0.006078188102887624,0.004562695883588257,0.010975768159119995,-0.018693258910968652,0.021732227609032196,-0.015136307646327209,0.01078947000511332,-0.0073016632920491105,0.0025933483660766773,0.0017087665242657374,-0.016096911604507127,0.022644900332912936,-0.028164969372690904,0.020221212972615175,-0.016458108254165365,0.01254450356450541,-0.013329190525752434,0.011798951185636529,0.0026894234890450157,-0.001183295728106241,9.930738087611169e-05,0.017142339682249895,-0.03105824906363635,0.03173916412770917,-0.029794687670909915,0.0015587280118576604,0.021662955366509622,-0.03768672567417659,0.03853310104778451,-0.012457152066568746,-0.007839534253452067,0.025284362302311417,-0.019039276167284364,-0.0011157286012555571,0.014393897482776802,-0.027858193780956633,0.014135089712181007
10844075163628928,0,0.5435457117064936,-0.7223590868837605,0.36473231666381933,-0.09544857601895733,-0.0347431859556747,0.03219879075813287,-0.04218615906433291,0.005956088311512595,-0.00836389167289393,-0.027723971199157645,0.021415103664540476,-0.027071766152635648,-0.00891029438045675,0.03129235160810755,-0.038057432173771014,0.030217762249868725,-0.03700181863953797,0.04023506985336072,-0.03509237866259998,0.03759164214661259,0.006292384461884238,-0.005123912578194613,0.046642796155256086,-0.03307449481615256,0.02035444774000079,-0.007303093283696945,-0.008733812874312664,-0.0017409622569752707,-0.012027363839134829,-0.00424100920741425,-0.016168458329539417,0.006936775417799047,-0.006883682460928704,0.004223897910615017,0.01889451855227794,-0.02898197598292961,0.02293771876728926,0.031066556209047125,-0.057618574538979374,0.052742203704206715,-0.041575973862065144,-0.008364162758999026,0.0319995023449881,-0.06045160571721655,0.0760732356746456
11015044926034816,0,0.49341586245076946,-0.714080814046888,0.4338985842312441,-0.15324920865908842,0.03244371826260111,0.023582223334918797,-0.003471726393321904,0.017444043912871764,0.02614084654112336,-0.006373137640984558,0.055949018189137285,-0.018373307718411613,0.04395023008250795,0.007514140409478488,0.012787071636240875,0.0020362163482064636,0.011376641160947594,-0.013272320425560447,-5.142703845699573e-05,-0.031949111585766715,0.01301305986076403,-0.05149773962069416,0.018555013520848776,-0.0383606538405889,-0.013723046307648472,0.003963159735537397,-0.036109705395171374,0.03138575181491524,0.0022981171139843364,0.031058864409667482,-0.005789087679988932,0.04252109183333159,-0.03190637160094074,0.028883820132699994,-0.006674120865724431,-0.07275400012552558,0.026874275442647144,-0.025579786971398347,-0.003487846624891696,0.02900134886009646,0.017116649194974746,-0.003124288991458251,0.031305729216510675,-0.05215160491689325,0.043738694412800684
11963171843658240,0,0.5303051093652336,-0.7168502563016503,0.4069833939963588,-0.14149571262485286,0.038505481874420544,0.002970651694213986,-0.004685858530500394,0.0195236616629065,0.0006811265114892734,-0.0063411680595947895,0.033606272936549685,-0.03073427764707643,0.011430259744465203,0.001985212039308318,-0.008040885452704948,-0.007907430555464588,-0.002429410859162057,-0.015849412517929734,0.002372125152069174,-0.02819148945432245,0.027172185825729236,-0.02022559583787889,0.042558219730806326,-0.0329863187759686,0.02776230955520191,0.010747016357367132,-0.022683861396423435,0.011880860598016308,-0.013225115066598925,-0.012932627130617658,-0.01752629411835662,0.03940548199842456,-0.04352456527637947,0.04091624296795404,-0.010393137588314016,0.0003986505273649725,0.02088299326475386,-0.01651717544670881,-0.0059729924414094375,-0.010161857078666245,-0.015665707609893546,0.02800555121550597,-0.01177829296170915,0.02042467486683434,0.004021916712782383
16615171179593088,0,0.62059252522167,-0.6924746623410412,0.2945095354844093,-0.0060003631917390915,-0.05036118485986206,0.05934448895346918,-0.004497653502682079,0.003550922958583328,0.04855316683329254,-0.04240902747376458,0.07810923722584197,-0.04313496112630494,0.01856119341952737,0.024528790055218755,-0.025604437996485412,0.007892777947305854,-0.013729532100398076,-0.020945005371339327,-0.016047287330582867,-0.03600628984875344,0.013318558778707199,-0.06332638859540171,0.05526363905555503,-0.05785057508587479,0.00013799739326485943,0.040166004178050635,-0.023967266112233716,0.03702062472156331,0.012391209507538173,-0.004747759727482927,0.011752844862874024,0.02355840508445897,-0.04245624989264705,0.018247521735265785,-0.019641081371927483,-0.029210126580509567,0.021625643637873983,-0.008545376132182435,-0.022085708396122977,0.051833745312656034,-0.02365284373138333,0.03430351277763259,0.012633865813333024,-0.04656406796152414,0.018670715304368257
25501939551450880,0,0.47240752609736675,-0.7239453465962137,0.4558944631739109,-0.17115572815837526,0.01621226310319416,0.032326168344171034,-0.031292428425990025,0.009939964676228761,0.012408200387978812,-0.03149287883335851,0.04570792157778707,-0.046192725231912736,0.032567582220485086,-0.01061264167541352,-0.0042186646424894995,0.01657016408126879,-0.01671122830752286,0.019526554622432402,-0.015150356149990404,0.009990371737663319,0.004357541953006164,-0.015834208429427763,0.02516543090215352,-0.020161336698637764,0.003260900458848374,0.005994313205649276,-0.010101961691862634,0.008806390275981575,-0.009068394631781631,0.00902357882847531,-0.009948827608590647,0.011093679553803937,-0.015648440777058386,0.008014587881677953,0.011204282033757599,-0.02876040736292603,0.03122113865741501,-0.013304002367302802,-0.0033385926685044697,0.013158465497897287,-0.018301725367986035,0.017378040916640615,-0.012074664275954763,-0.0016011833220223519,0.009250491142540342
30269452033850624,0,0.4597483761019624,-0.7058196883379595,0.47055567640009255,-0.22960990911998744,0.0930435256581085,-0.03300674722889773,-0.0005082032555263188,0.017514408838473307,-0.02409984955143844,0.01379024364642271,0.007108493605466924,-0.02811161602876356,0.03196661311296233,-0.025665297697679702,0.018548994391316007,-0.00595404021505693,0.0043914985987023826,-0.003292691269026894,0.001720361275869764,0.002238952691139603,-0.00259559903146971,0.01125888803047836,0.0014171662154999945,-0.008900716961191378,0.016178104012237304,-0.015599361322733284,0.017879172417514397,-0.00821339856590142,-0.005400298628403543,0.004212162395346162,-0.007774967511924443,0.0075655015692620686,-0.01043581287291162,0.010165595842531613,-0.002717734457498603,-0.011248549715283798,0.01889642654936686,0.003257639270357404,-0.012081807069048149,0.010073000929444345,-0.004249209613485837,-0.001074307230624691,-0.007245054199041257,0.010093470922380193,-0.011694054585767628
31265029748469120,0,0.4483431573574009,-0.705078948213698,0.4800223020057307,-0.22682931938304804,0.0759774374305728,-0.010405967633987285,-0.017177119807915423,0.024345403121610865,-0.02567312872318554,0.015385617967643475,-0.0020525555587105762,-0.009872098091109066,0.01074607475113119,-0.00821031058303614,0.011224336669582204,-0.006545400392381456,0.0020593329165809427,0.009277465514805386,-0.020434631770616205,0.029025256099842432,-0.03162271127733173,0.03648789455540098,-0.02395517321425471,0.021620606273381953,-0.018821220581845603,0.013683179233935321,-0.010436314127070582,0.0012278900386179748,-0.006249692828294776,0.007262960154853623,-0.014364186610084904,0.02199013715211974,-0.027356331456301255,0.027415575157452167,-0.016655670658474318,-0.0027023621363502282,0.027121250153946775,-0.026669806951607433,0.01955157627025312,-0.019784946812529784,0.015256283672014374,-0.02182861442630881,0.024749978138986706,-0.01682592713864611,0.009723407985953317
35928500943041152,1,0.5643803517513776,-0.6974858075333866,0.3775594780102179,-0.10837862562389979,-0.0237782021118931,0.046505425099280184,-0.031232099227481217,-0.0034960719097843662,0.03087646348721728,-0.05127282664497178,0.06318984011858364,-0.047447175510418146,0.011868701304184185,0.004018869775332683,-0.013387473830280274,0.0094843263117874,-0.024808222298288152,0.03150679738109642,-0.032673485598704546,0.018040296202633938,0.02421311383533716,-0.04473048930830016,0.06923721511084249,-0.048812606490208764,0.021928380783076885,0.009494229801116916,-0.012490032397841896,0.018899594859519836,-0.015009045758709807,-0.007819365160849497,-0.025038384114641432,-0.004810373264977881,-0.0033146089855719614,0.0019604079849551348,0.04028488117594307,-0.03300938066189842,0.05870186615030498,-0.03226775401660009,-0.022090827509785187,0.021878618794284974,-0.03473657251584279,0.004511657988700534,0.02354849528483779,-0.023351790818980415,0.03780901368966764
