source_id,y,c000,c001,c002,c003
1792620565667968,0,0.43061600826690566,-0.7084826128473304,0.5055200665910449,-0.2388968459211668
6052403489630720,0,0.4173504359159547,-0.7028595315358844,0.5145620899157423,-0.2589072192725862
10844075163628928,0,0.5552816081433586,-0.7377144193226259,0.37169962679034524,-0.09632838950758259
11015044926034816,0,0.50121380454898,-0.7253749579676685,0.44442930192454083,-0.1584250235089309
11963171843658240,0,0.5356275438353242,-0.723656665651567,0.41134348476659544,-0.14219951505918568
16615171179593088,0,0.6360067969774608,-0.7099359532698707,0.30238401870409365,-0.007085314787167522
25501939551450880,0,0.47610270688830936,-0.7294100140761529,0.4599532927768418,-0.17242451195462838
30269452033850624,0,0.46323248321951,-0.7110372409700214,0.4753968192955895,-0.23203355931343805
31265029748469120,0,0.4532483954584572,-0.7121786276731925,0.48523880834514044,-0.2278394021578585
35928500943041152,1,0.5750465852511819,-0.7115004296547981,0.38740052485559834,-0.11405874246895746
36876009385300352,0,0.5247950036170277,-0.7247705180988443,0.4138386966205958,-0.16743784952245216
44951132016854016,0,0.6570743388210242,-0.7175037574291779,0.22023969572501914,0.07025772388055436
46608061680943872,0,0.6334004311672742,-0.719752950688772,0.28360434977601806,-0.01811509205164086
56252977678408192,0,0.5031699378883498,-0.7349692362118747,0.4377538105959203,-0.12252280088342286
63139734399542528,0,0.5239831953797608,-0.7205090690964125,0.42254183123941463,-0.1666334095020515
64368713521485568,0,0.5405822215867853,-0.7333853461565882,0.39725660990431805,-0.11001809684958848
69784942159807232,0,0.49834416740788273,-0.7260774374891421,0.4417945955092034,-0.1711203697944944
69886853143994496,0,0.5684769281697714,-0.739775493966575,0.3564716661760461,-0.049941484547859884
74703607425569024,0,0.48319518728124566,-0.7320322925317813,0.4522730728390967,-0.16155556710800037
78846635958426496,0,0.4800866863286914,-0.7359432111755825,0.45263072733955423,-0.15175568589866714
79376016447500416,0,0.43793662909919084,-0.7040831468682014,0.4972327184744926,-0.2554174130083436
80762260092162688,0,0.5072335874774344,-0.7378775204505637,0.4266841834757343,-0.12724566837478482
83757226686850816,0,0.4573032345477769,-0.7198897574827222,0.47779537524513555,-0.2105803127976797
84006403509432192,0,0.5365911732254217,-0.7388605497918639,0.3963981096607751,-0.09499231250577342
85707760314515712,0,0.5390206596988729,-0.7226797959524026,0.4077364569000186,-0.14471220630826123
93468972376758144,1,0.5197365190382449,-0.7049608240895662,0.439628895714398,-0.19907441153977334
97013488627139328,0,0.4497983823030909,-0.7176955670354024,0.4886263089887683,-0.2093772158074208
99836961472298752,0,0.46035224467983143,-0.7162939710422717,0.4769232141335017,-0.21804358666859247
100734064176680704,0,0.4699734050990663,-0.7266664080867065,0.4639097518060966,-0.1893902638394041
101096662495962240,0,0.48567371290669487,-0.7380763582089841,0.44754757647939364,-0.13807787958905723
102622917779071744,0,0.4820831324908251,-0.7348537062087527,0.4539453115352692,-0.14669539179620167
102803104542235008,0,0.4321836108011947,-0.7097701355153714,0.5012160824154086,-0.24130089103333868
107344877838785408,1,0.5473137077382793,-0.7184251980896077,0.409136766331778,-0.13007707910028385
107585292928397568,0,0.4760113606150341,-0.7353842548530362,0.45543603065497174,-0.1587488716839033
108002248353357312,0,0.5037388915819384,-0.7448880932238423,0.42433368119674914,-0.10644146129758081
115962815619380096,0,0.5685860660301302,-0.7436234189551532,0.3505919591415453,-0.028624718044412488
116691791828603136,0,0.4877640510493679,-0.7304934573224824,0.44745212537485324,-0.16808371369791544
120129277493243008,0,0.5389807204974345,-0.7329473041743965,0.39926375360172345,-0.11347461079648359
121824174666929024,0,0.560837233439121,-0.7351438744554655,0.37445207194030705,-0.069359406417377
