source_id,y,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023
1792620565667968,0,0.5292420708932853,-0.747769371258306,0.37328396571867895,-0.14100088776647138,0.036026857012411144,-0.0025075714728738764,-0.007083351356090313,0.0023888696094409604,-0.004249312792769225,-0.00153305923031446,-0.0010840889727636673,-0.003808023672037943,-0.004684041014570582,-0.00037584968213515976,-0.006879524750841178,-0.0021068595622140513,-0.0031181443928490838,-0.0013387902213508496,-0.0008641492789691089,0.002046996311014369,-0.0010605440819813226,0.00452709930275375,-0.0018109318819133646,0.0032004771020915715
6052403489630720,0,0.5183382273238778,-0.7451643618232594,0.3858674885259379,-0.15499762501019462,0.050967193128167276,-0.00983057155041437,0.0009026864901649734,0.0028151866436905175,-0.00031983141527991145,-0.000405868327558761,0.004311747150222844,-0.005143993322876242,0.0038627532316257854,-0.0012149671364654572,-0.0017065398833559491,0.002827933451974293,-0.005375529538802942,0.006038809647504572,-0.008986153800652678,0.008985021730954595,-0.00865760304124589,0.006130321168002413,-0.0038114964681854155,0.002829412939684526
10844075163628928,0,0.6183499363266686,-0.7416015016799813,0.2491013411389726,-0.04879447551045923,-0.03173478147316141,0.017193262051551597,-0.021944134995882287,0.0017661545964132988,-0.004599398169147811,-0.005403709885532569,0.0007881462650119969,0.0025415659812511684,-0.010135774480691528,0.018002280455946828,-0.014300113830417615,0.014246457734114332,-0.008832306284265918,0.011751997557890704,-0.0024865917571057707,0.0051335322033652766,0.008438543576372677,-0.005791638615359249,0.011849577161129523,-0.008080526768192223
11015044926034816,0,0.5823080138986282,-0.7297885062721263,0.33728603880440666,-0.09139542813525858,0.03833393864595209,0.004168817282779187,0.02318237122168404,-0.004254477127484575,0.031965173662529364,-0.013030706250812181,0.0327937221539524,-0.013787707288605476,0.02109143776202844,-0.007612045936890222,0.009766460638903811,-0.01089390327633332,0.007649723644628784,-0.014903535977090385,0.00491738429619867,-0.017100963712879617,0.006545479647343183,-0.016110888856337446,0.005035933365093042,-0.008351554491586834
11963171843658240,0,0.6061731164717356,-0.7299946463148199,0.30285005682138294,-0.08263018759628044,0.021720914904933223,0.002170100616923256,0.0016079451498797774,0.0032788525879693543,0.005354015450603291,-0.0071665706053393565,0.01110171044144296,-0.010373325224040397,0.0018108215698411192,-0.0015522162822332827,-0.0020583265251244163,-0.004813400676727233,0.0010993536461931372,-0.0064995386796956895,0.0038839880603504734,-0.007418460209163434,0.008287089135253247,-0.004578687035549625,0.007540346751209079,-0.004709454200912729
16615171179593088,0,0.6898324037258758,-0.6869204853245331,0.21788771382665584,0.001766286862060681,-0.01220812580552222,0.017353197032165434,0.017560054743308472,-0.013580979894590514,0.03155278790051551,-0.02425214570238487,0.02592239452958962,-0.015516371303898423,0.000619345592981796,0.0013092185903605278,-0.00907121286790673,-0.007553671178319561,-0.0029279533627110505,-0.015485777260157487,0.000299041186677902,-0.017547741329517648,0.008103307849562851,-0.01831699060475827,0.011811530812337047,-0.010740438389706494
25501939551450880,0,0.5624249096574708,-0.7494889670817332,0.3327820100574889,-0.09883021059270586,0.009686345022115149,0.009482000123482272,-0.0034799881127085173,-0.005768463107737415,0.014242560853173295,-0.01663400310642679,0.017837338019335836,-0.012621529999824221,0.006935523286478779,0.001336381661114428,-0.004140475736168414,0.007068774006329482,-0.005185972762782271,0.004743830123698652,-0.001996885951929407,1.1176005114721173e-05,0.0031814660058351414,-0.004999431339063516,0.005195809396789535,-0.003821288264157248
30269452033850624,0,0.5482011791574103,-0.7417125505828361,0.35541358849421945,-0.1414055654243046,0.048220258151558566,-0.014498462514133703,0.0005246048626124073,0.0035238348614719784,-0.002410967905160037,-0.0024788149429574953,0.008899410916364078,-0.012361859281534998,0.0118660285293142,-0.00737376447868609,0.005004825745072697,-0.0008553270501054383,0.000531977503681214,0.00040308655901699793,-0.0003494948209501021,0.0015939886424333478,-0.0009005202542837386,0.001969427000254083,1.8563174774707356e-05,-0.0016702412402540198
31265029748469120,0,0.5460013082930066,-0.7456930497336592,0.356163346509072,-0.1297224337957735,0.029997782318720707,0.0039969218918283365,-0.01385281024659301,0.013901827648834181,-0.011015448453762653,0.006598004027609767,-0.0015661683509855951,-0.00017930381074999675,0.0005761994139591663,0.002365547723423594,-0.0018886501342214427,0.005137695511884365,-0.0061490192710312785,0.009748404290400203,-0.010527877197717684,0.012282724076949154,-0.009872772193666056,0.010135263999416997,-0.005176951057621298,0.0042913061617193046
35928500943041152,1,0.6352932063727978,-0.714301489695845,0.27711222675933167,-0.06964198648113465,-0.00038308627715622986,0.003929756239558079,0.00802479340416933,-0.02119066312876727,0.02914801536110703,-0.029782508857701714,0.027511000049420444,-0.018331225297091976,0.006934469366769093,-0.0017675795138880764,0.0004048275259185179,-0.0008755475188817829,0.0005199193362040238,0.0002891427565965556,0.004258974780557535,-0.007310225190636833,0.016632759825338655,-0.017788205796666644,0.017691927272068544,-0.012085500360934682
