source_id,y,c000,c001,c002
1792620565667968,0,0.568805488832985,-0.7256397502491025,0.3871786005603736
6052403489630720,0,0.5618795202603574,-0.7256456839285299,0.3971520440686244
10844075163628928,0,0.6345961392790276,-0.7230502797520055,0.2729212944471346
11015044926034816,0,0.6080123273855369,-0.721647838467048,0.3309764447556049
11963171843658240,0,0.6296180866163104,-0.7148587476912025,0.3042335219120044
16615171179593088,0,0.6905483679643815,-0.6889910325958563,0.22007796006012298
25501939551450880,0,0.5903144387577604,-0.7299592596427665,0.3445117453090596
30269452033850624,0,0.5896748161913501,-0.7223704799153587,0.3611987000205728
31265029748469120,0,0.5825936072704898,-0.7241614281634561,0.36901885416306573
35928500943041152,1,0.6577369264901141,-0.6974835378159112,0.2844272314795802
36876009385300352,0,0.6225354454955783,-0.7196252122687885,0.30755352862343005
44951132016854016,0,0.6955189308705754,-0.7001624026480012,0.16132584020804006
46608061680943872,0,0.6842214414786059,-0.6993864164872265,0.20663895918750283
56252977678408192,0,0.6051393506673692,-0.7270679374722692,0.32431247366343363
63139734399542528,0,0.6240007998977958,-0.7155260649075269,0.3140787356139553
64368713521485568,0,0.6282240836625562,-0.7209533524279024,0.2925077167004494
69784942159807232,0,0.6058359686059063,-0.7240418033459323,0.3297366314968867
69886853143994496,0,0.6411902148240395,-0.7217470739317043,0.2606842336715532
74703607425569024,0,0.5937353552510871,-0.7303369400868437,0.33776660857676766
78846635958426496,0,0.5900810010532128,-0.7333404394021892,0.33766286756681185
79376016447500416,0,0.5756166084419704,-0.7231175884157179,0.3817937576880998
80762260092162688,0,0.6062547369905316,-0.7297829242217949,0.31602543788566667
83757226686850816,0,0.5820275548520624,-0.7283349538498483,0.361624280702318
84006403509432192,0,0.6234558350260481,-0.7254556537970583,0.2915766042498194
85707760314515712,0,0.6320312456486737,-0.713867764365651,0.30154488807368784
93468972376758144,1,0.6282012508506118,-0.7050846530367062,0.3289662907986689
97013488627139328,0,0.5780113036885199,-0.7271476083759593,0.3703502240331709
99836961472298752,0,0.585564160779231,-0.7256145310653165,0.361383682417698
100734064176680704,0,0.5874649746971571,-0.7302065213218109,0.3488313915391911
101096662495962240,0,0.5927523222025768,-0.7333365316541548,0.33295978115218006
102622917779071744,0,0.5918774630620222,-0.7315746031319068,0.33834844283912074
102803104542235008,0,0.5693158387581867,-0.7269866889708043,0.38388778281983593
107344877838785408,1,0.6388569211090409,-0.7076661464273469,0.301778825552333
107585292928397568,0,0.5876829837224844,-0.7340419346568678,0.340310371291033
108002248353357312,0,0.6010468067825785,-0.7350874226443576,0.3136705550837395
115962815619380096,0,0.6394660892443818,-0.7248666973157353,0.2562252755468803
116691791828603136,0,0.5972590334512089,-0.7290743235323179,0.3342637846474263
120129277493243008,0,0.6274788644799157,-0.7209372579373118,0.29414238856177344
121824174666929024,0,0.6391330922858569,-0.7185311296376374,0.2742661227471939
125093503772825856,0,0.6365060164644321,-0.7178160508021284,0.28213508859306446
125893776439505664,0,0.5939835581748836,-0.7239386955405773,0.35085081974667204
127674641678296704,0,0.5724272464858858,-0.7244847635112517,0.3839907224408328
132944115577925504,0,0.6088437026641808,-0.7278728417405947,0.31545280468342923
133373444804991744,1,0.6036088459604899,-0.7182989278670603,0.3459812296979089
141428363911552384,0,0.5630647461512551,-0.7253536613093635,0.3960052495444018
142086971376178688,0,0.5701021188521581,-0.726794819012476,0.38308336577943713
143510907654193024,1,0.6295248847576271,-0.7011053511296508,0.3348876021716322
146588028382865280,1,0.664515858578892,-0.7006540939740746,0.25981245985234547
150218508402721152,0,0.7089762720895865,-0.679402515827355,0.18911601492579444
150480505705334784,0,0.7035593799729248,-0.6868174362950997,0.18244453418269413
150610660393771648,0,0.6231323416934548,-0.7243134955377406,0.29508650412638504
162522700650966400,0,0.5972458837182947,-0.733820562681332,0.32373559607742625
163016106492676352,0,0.6467942969069163,-0.7167635605715907,0.2605899762566151
163565999746075264,1,0.6493239360429368,-0.7036633070704101,0.2885071513228776
165712109004835712,0,0.6826175389674899,-0.6965051329365494,0.22116485997329502
165787700429000064,0,0.6766889429980163,-0.7124326275338405,0.18582740822993687
169258102725227008,0,0.6334110100935616,-0.7167184263833692,0.291727937597346
170774775937432832,0,0.6678167224424505,-0.7115172924602069,0.21854969173238245
176164272695455744,1,0.6296420116480036,-0.7123744253965586,0.3099574409637206
176209799348981376,0,0.6550137672728715,-0.7034881363397077,0.2757923253324598
177389712764641920,0,0.6751872838702373,-0.6938055874106162,0.25051135418926934
181774221540061824,0,0.6985162298468217,-0.6914273776296298,0.18439972371127794
184468780942344960,0,0.601265928492299,-0.7311347114243507,0.3223682940128032
189831438452843008,0,0.6700129867607402,-0.7063849507471872,0.22826059434305776
190164354254168192,0,0.6330625359775172,-0.7152190946846039,0.2961308361860522
190970433715259904,0,0.5926817066692154,-0.7233558449082907,0.3542382195877216
191727718051389312,0,0.6237840470573854,-0.7232936763056524,0.2962089135271985
195587076882426880,0,0.6612201208021502,-0.7056343199692224,0.2546922816419117
197796403761616256,0,0.6047261802400753,-0.7089133949430925,0.36297113577047285
199210757970191744,0,0.7170902586610195,-0.6731574819100951,0.18066700164095303
201146826149598464,0,0.6120830849556925,-0.7238119574980575,0.31851302531286335
205078336132788352,0,0.6528279453393229,-0.7171545040060078,0.2439366540065993
206657161813612288,0,0.6490998069680752,-0.7140380299671529,0.26233400914604055
217062978512976000,0,0.6488490127416632,-0.7060672517233,0.2836617610959841
218951870771462144,0,0.5780411876704856,-0.7293612248005287,0.36592429423853107
219511728348315520,0,0.7200223627369684,-0.6787739737290733,0.14433880194430315
220091342774317056,1,0.7646182272830176,-0.6305384739044846,0.13334241423035376
220172981513287936,0,0.6145734237006699,-0.7190391726588903,0.32447214836231386
221005208733887488,0,0.6826521775000204,-0.6919255062062845,0.23500020939492308
221190923119953536,0,0.6147572735168422,-0.7208292739963823,0.3201228707980528
221375331836119552,0,0.666432274346142,-0.6986044811096185,0.2604223544233279
225573267233289600,0,0.664230564213347,-0.7092804451591522,0.23604874005097645
232217547284544896,0,0.6337622898695638,-0.7153065831045601,0.2944178189352101
234507383322003072,0,0.6250150836259979,-0.7104748106828332,0.32339092229866157
234861632224343424,0,0.6133677288025081,-0.7299982020414695,0.30146750120017046
235323736345986176,0,0.6601416830529244,-0.7157932415609655,0.22771252409935133
236173899353193472,0,0.6495921662270593,-0.7238550082468083,0.2325165469648336
236895144624064640,0,0.5904527823115758,-0.7270049930147461,0.35047004435778517
237133566847520000,0,0.6320418856646376,-0.7297056156830919,0.2608692569201075
237331822538478592,0,0.6195506516098138,-0.7295883601965784,0.28958213818452805
238611138677074560,0,0.6799325855328435,-0.6971263142193078,0.22739081149779386
239183090879100160,0,0.5797183611690447,-0.7310768708183001,0.35979609597381607
239492156726524544,1,0.6092070456246778,-0.7151357766938876,0.34270628306712153
240035968305378176,0,0.5947186210311799,-0.7300730036084081,0.33660536418923737
240432239167960320,0,0.617860146993682,-0.7259267109694524,0.3021245588462129
240978868246214400,0,0.6030758367391669,-0.72564685087471,0.331264521126199
242105008671742976,0,0.6216628838082119,-0.735730621072595,0.26876702199375435
242734753958329728,0,0.6591719999922384,-0.7071320676718135,0.2558447054297164
247823740446444416,0,0.7112368322533628,-0.6802913650111952,0.17704752790538097
252329740960393984,0,0.6515983638353804,-0.7172307646733063,0.24698097589328505
254631847728048384,0,0.6961781592301854,-0.6900264117846853,0.19798869071344075
275533323251882496,0,0.6963225843161966,-0.6961707720349152,0.17458841523859242
282512988705189888,0,0.6268364983968112,-0.7220376741866786,0.29280983817610406
287317953300908672,0,0.6066980280149719,-0.73135437513749,0.3115096800582543
294818409307323904,0,0.5646329813114862,-0.723376351523058,0.39738677692204605
295620885292213248,0,0.6009859917052246,-0.7268555855571339,0.3324105827414097
300019923940638336,0,0.5889298877046886,-0.729945274988921,0.34690269945546864
304311150320629376,0,0.5800446494344176,-0.7336287810916711,0.35402968267710644
305426398708664832,0,0.5782244015910251,-0.7150588806306786,0.39287063855154886
306837892464925696,1,0.687044978101125,-0.6892914659403417,0.22988360761011045
307987333088112640,1,0.5601395098253731,-0.7228628354475749,0.40461469407484824
309391787394140288,1,0.6279634693304451,-0.7173429021501019,0.30179635836328544
312628749626419328,0,0.5800573845469376,-0.7330811178835506,0.3551415284575573
314344331362996736,1,0.6487760530157746,-0.6969487393709782,0.3055357388628653
315709100170969856,1,0.5970611457540996,-0.7184988812833745,0.35675950698662673
316170482737881728,0,0.5557867469787658,-0.7232800054911808,0.40983792594077784
322575344128842624,0,0.5540667906694441,-0.7239694130430564,0.41094802646484974
324100121943178240,0,0.55850787807929,-0.7169708779905731,0.41715909463512324
326009496898928896,0,0.587400608711348,-0.7325408440518631,0.3440122623996444
326527401235564672,0,0.5661256009585062,-0.7248584311783631,0.39253287593399433
330722897089067392,1,0.578011720547744,-0.7308544492401222,0.36297964810076344
331954247033853568,0,0.5464972711561669,-0.7235811649331192,0.4216290198419615
332606704106366848,0,0.566693387202239,-0.7289436467285627,0.3840569811828936
333636534183932416,1,0.5678134247488001,-0.7274752549740486,0.38518523865210813
337748329714767104,0,0.5789030950615125,-0.7239994759117708,0.37509460860919175
341195058150383104,0,0.5705868049199461,-0.7286820947999701,0.37875203335318836
345949758745792000,0,0.5643765400608229,-0.7302323330875633,0.3850192991818307
346721341030064640,0,0.5644759885242348,-0.7226145005506125,0.39899265904722736
347453684494319104,0,0.585890450283136,-0.7357437364138962,0.339725675501195
351633546665907200,0,0.5858654086144442,-0.7343041394716537,0.34286900376648904
352951036474046848,0,0.5931161351973261,-0.7341412689029405,0.3305296468732682
355574058902192768,0,0.6003483114639806,-0.7283689652702627,0.33024317608918735
357580873780641920,0,0.5934949994453352,-0.7294942883125136,0.3400026013912259
360511037906831872,0,0.5819274880909389,-0.7302330092615592,0.3579387528460393
363795760175504768,0,0.5651314344073314,-0.7292801711392881,0.3857160792963689
364742852004132736,0,0.5647924646831524,-0.7282519486060348,0.3881476152041171
365002268028633600,0,0.5802062379522439,-0.724928251589933,0.371267762521966
365939429892433920,0,0.5707287855329882,-0.7318318036221659,0.3724122239819307
368263110278860544,0,0.5603996355715107,-0.7260448469395415,0.3985111399746001
368884712306195584,0,0.5785563461307791,-0.7314414134160169,0.3609238328121067
369573831218501376,0,0.578351473103821,-0.7327092240575874,0.3586736211928168
369576820516013824,0,0.5657696685565734,-0.7316036239016358,0.38034302890335564
369621277722573568,0,0.5754983629408065,-0.7319017853512337,0.36485806946280985
371004673803838080,0,0.5767419521374108,-0.7329834284649448,0.36069934050466995
