source_id,y,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017
1792620565667968,0,0.5292660909353258,-0.7477606084614246,0.37331605287840103,-0.14099678861066658,0.036063054546663205,-0.002546520272278927,-0.007023611834075285,0.0022754965666562307,-0.004152179445351936,-0.001753809360598005,-0.000933803189997315,-0.0041776905012187796,-0.004459239801086284,-0.0009511323273556961,-0.006547225020510894,-0.0029731934227670846,-0.0026175204109920827,-0.002642264162891912
6052403489630720,0,0.5183379076475925,-0.7450917711976576,0.38620688453175417,-0.15526010018221373,0.05157215314730295,-0.010282826138161427,0.0017220173681497695,0.002162675233588727,0.0007902247204429215,-0.001340889136676258,0.005839890571482127,-0.0064809425167567545,0.005999564862407334,-0.003135519868343319,0.0013535913505314091,2.0849925886809743e-05,-0.0007341719979469536,0.0016781913992525094
10844075163628928,0,0.6183194111476048,-0.7418194352240587,0.24939873594463408,-0.04927381784433946,-0.03136422707120226,0.016683059023130865,-0.021630672315422057,0.001249301407367251,-0.0043677055915906145,-0.005941830027820789,0.0009223276974469843,0.001953745793644286,-0.01010442467636386,0.017312954149862135,-0.014348225206627657,0.013340982744725048,-0.008750214931136457,0.010227381583699529
11015044926034816,0,0.582897166174708,-0.7302439708717628,0.33745889758081093,-0.09096837094578987,0.038080261935917833,0.004967400483245662,0.02278541400713384,-0.003055141966706486,0.03138943858294159,-0.011243724668724439,0.03194766669313775,-0.011155513479457056,0.019844972532586935,-0.003765726140440574,0.007937660444656344,-0.0052451469118190005,0.004895008674094889,-0.006188243425741533
11963171843658240,0,0.6063543694374619,-0.7300983670871034,0.3028508199760649,-0.08244283838721032,0.02154328456003532,0.002494069217579433,0.0012939088906053274,0.0037706833392049575,0.0048480339182676215,-0.0064345260045818335,0.010323809532010866,-0.009296455338666874,0.0006464804972245553,2.3264564021112837e-05,-0.003768241884095464,-0.0024920414809075407,-0.0014246657188645854,-0.0028838835193343583
16615171179593088,0,0.6904929694580814,-0.6871171427389569,0.21826987611110407,0.0022501368618439263,-0.012061798898143414,0.01812715607893328,0.017638303565144755,-0.012389988706305588,0.031507701823518676,-0.022427790081022924,0.025689326207637187,-0.012779473960680856,0.00012626060857997957,0.005345695389469336,-0.009869333588399897,-0.0016127341268458097,-0.004013922429188451,-0.00634672261176195
25501939551450880,0,0.5624107921994641,-0.7494589207552707,0.3329358222533639,-0.0989363153626638,0.009910207133900915,0.009381000571803966,-0.0032605812632095993,-0.0058188521474064085,0.014449220650930966,-0.016615748550652145,0.01803701966826808,-0.012515975392310329,0.007143564308327,0.0015524262708734265,-0.0038830986227615504,0.00742243636579205,-0.004720637658084381,0.005227054866445128
30269452033850624,0,0.5481502249593274,-0.7417296964697218,0.3553977358439993,-0.14150020091425597,0.04824499462297591,-0.01462680442800879,0.0005646982866214105,0.003362475490500174,-0.002355524951016569,-0.0026852063734409118,0.00897510883212082,-0.012633097821975917,0.011972040406970495,-0.007742374254476085,0.005156406510966135,-0.0013756494430127225,0.0007543672463347323,-0.00038989793471412836
31265029748469120,0,0.5460957411041366,-0.745797030100987,0.356639043101596,-0.13011601176547857,0.03071026279696238,0.003384064020472589,-0.01290092160530797,0.01300720807649715,-0.009723018755467357,0.005299494057657115,0.00021744535539824087,-0.002052315644491194,0.003074238812107768,-0.00033524433715655545,0.0016911473551607032,0.0011873038869702627,-0.0007160031230341063,0.003637005821861435
35928500943041152,1,0.635662024422515,-0.7148025613707331,0.27730978706310105,-0.06973330440190374,-0.000450191456133016,0.004052352028998719,0.007744850607823132,-0.020801350183009513,0.02855592404931861,-0.028996107976134666,0.02646685756447975,-0.01698288309418188,0.005264236354872962,0.00035572889106673855,-0.0021039560024462365,0.0023270050220881243,-0.0030990819816073124,0.005091320852346004
36876009385300352,0,0.5941814916630834,-0.7434032719683659,0.2871217330754267,-0.09226847939664871,-0.003937188117972837,0.007871816872638755,-0.03176280259305943,0.01728186476041798,-0.028622700998148922,0.012482494805599422,-0.016140209512628054,0.006094311143525739,-0.011501844285098043,0.014353851327810975,-0.009825508900995202,0.013578041665005324,-0.0014659820794783384,0.008274404729940354
44951132016854016,0,0.6956632828962436,-0.6897505450473657,0.1305461491147206,0.04576732776201755,-0.07459910570771267,0.020983652260165648,0.010251163145278186,-0.04211021027430502,0.062151204125771915,-0.05696678548526959,0.06156295127219197,-0.03480511696762898,0.023843644819134337,0.005610196688622834,-0.0012044673000693644,0.019940066280882806,-0.005122196134990594,0.011894249263644787
46608061680943872,0,0.6758198058236129,-0.7069853512255372,0.19775563585860131,-0.017627609859247773,-0.019443286268547244,-0.0026307583869709986,0.010821426422736771,-0.0269878233109884,0.02621538587248878,-0.03255238584325967,0.023404465533094557,-0.01422916982249383,-0.0003590855953662998,0.011614740767382703,-0.007183227662100152,0.008953692148458038,0.005056189712598398,-0.001168244147071111
