source_id,y,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020
1792620565667968,0,0.42913410538172736,-0.7060485960058891,0.5033868578238131,-0.23774634489302873,0.07989497241587439,-0.006590966567218483,-0.009396575213501348,0.010304448148713799,-0.0066742343932312724,0.0025409644709700444,0.007516763647519307,-0.009824351448685004,-0.0022275772156403312,0.0032415277811615613,-0.018355774768762424,-0.00591798788673125,-0.009769905259139545,-0.010332060451077544,-0.0010011981666420572,-0.00035648235926287534,-0.0013197080436037553
6052403489630720,0,0.4146198392957326,-0.6985622261183211,0.5102978715035243,-0.25712961369811466,0.09885718543775965,-0.02400565958316203,0.0015779403663629434,0.009175636887146687,-0.0066909881136806935,0.005835493450642672,0.010285162715840335,-0.01723110246487957,0.020908987221061305,-0.013310998137874926,0.009691916209901423,-0.005056008490993329,0.001207718498065248,0.004419815357741983,-0.017859310636250625,0.025928551865705914,-0.030303983383522637
10844075163628928,0,0.5509779060531762,-0.7323870183480098,0.37060778651804405,-0.09770657342065628,-0.033360384975613146,0.031071287191591395,-0.04008749197995862,0.003911033871158827,-0.005006590509497188,-0.030787850610677403,0.025969035793320324,-0.030700580630508935,-0.003969866737370189,0.0278634350922897,-0.03272903861331021,0.02619638235950631,-0.030901740472973838,0.035767396163957764,-0.02823121213877525,0.032509163026836346,0.01441306543384428
11015044926034816,0,0.49869952496192804,-0.7221243035835998,0.43927205189911994,-0.15635848297244317,0.03435940089275593,0.021434163882489313,-0.0012464050047534265,0.014365781179245349,0.02933078276902585,-0.01056099300944753,0.060074511908780596,-0.02354309672263019,0.04853913712985025,0.0017622008879262664,0.017592667611067026,-0.004611947303094177,0.01664901789055925,-0.020904408099025322,0.005516291381585337,-0.0405818447245109,0.01905160243089314
11963171843658240,0,0.5345279942341976,-0.7221678221198241,0.4096162220540063,-0.14129704785748418,0.03753132975175138,0.005133742610563136,-0.0065851980399278835,0.022591624906664158,-0.0017383702355772879,-0.0027268517180678723,0.030901026900353484,-0.026574270302182106,0.007995866979919069,0.00714416641489648,-0.012168386693015834,-0.0021224563508726734,-0.0070255837491753435,-0.00945027606157369,-0.0026766281572857546,-0.021249059568148817,0.02186386895610408
16615171179593088,0,0.6289993893802965,-0.7018027494443356,0.29842618910211377,-0.005919023889290155,-0.0511884473226159,0.06040024123081098,-0.00476316606277532,0.0039294274212419225,0.04895054712604017,-0.04258481531449065,0.07885557170077731,-0.04326487550491053,0.01845359716937413,0.025355632453117713,-0.026348930232406125,0.008510969166312643,-0.014340032160874702,-0.020726569155411764,-0.016703868422030588,-0.03603072203413953,0.01306104156993546
25501939551450880,0,0.4736866495651109,-0.7259132652391589,0.45710876197634087,-0.171622102677582,0.016212421778463788,0.032409002667886794,-0.03143850204610659,0.00995360025733805,0.012366506524858314,-0.03160629537688095,0.04574591053121424,-0.046368303420066974,0.03256353038487077,-0.01072322748707746,-0.004323525236564862,0.016490434213946616,-0.0168443026417465,0.019398701938562867,-0.015265790782354958,0.009765493405834533,0.004317318186541033
30269452033850624,0,0.4604823514858554,-0.7068788049791039,0.471134919520389,-0.22968542603787742,0.09281443223980965,-0.0325735237311492,-0.0010599577902779644,0.018206042309134356,-0.02484787405772751,0.014643889645255691,0.0062676706823459405,-0.02716667715914995,0.031035935701636746,-0.024561884699118616,0.017480468372767278,-0.004672583015214313,0.0032038167259585623,-0.0018736281156406464,0.0004562525943039208,0.0037867280048740353,-0.003912143249701946
31265029748469120,0,0.4504866225387489,-0.7083276493622223,0.48235996457804897,-0.22765890278103523,0.07642845485118718,-0.010047200752196095,-0.01715030591194578,0.025051152009472867,-0.025691115659754557,0.016261338540019436,-0.0019931550735279063,-0.00886468265827398,0.010793367713147716,-0.006895546376930296,0.011155290477195684,-0.004867224796936119,0.001774773350669895,0.011450731304673863,-0.02105904970024807,0.03178470623290854,-0.032601667337467055
35928500943041152,1,0.5699797449020461,-0.7049994185084162,0.38283118766922186,-0.11179046781961378,-0.020826253600449488,0.04314985796778132,-0.026933893317510584,-0.00871299375437548,0.037172723057591596,-0.05834696634454142,0.07121259517293775,-0.0559183747606763,0.020845361145864202,-0.005428200527277516,-0.003211091653568621,-0.00138908504736291,-0.013302664664097272,0.01933837221549496,-0.019808779456508524,0.0042258104008089615,0.03903072358982795
36876009385300352,0,0.5209227879314706,-0.7201503718737418,0.41235905734654554,-0.16899382012451655,0.036751917166920514,-0.01120438986232193,-0.030123228138671194,0.018469509081279614,-0.04739273938706158,0.015192328852714031,-0.025927352755099005,-0.013857215329440965,-0.02025106417299625,0.01821920823283506,-0.03180961955883936,0.03037779232866318,-0.005711597166706733,0.028034007234492543,0.0034165801823024897,0.04302454307425687,-0.00025670625931558234
44951132016854016,0,0.6225967469564077,-0.6795542339992402,0.20729107203787547,0.06807146098711085,-0.1652499689226421,0.10210095327078596,-0.07159757095590087,-0.0200331382961485,0.06163520210753506,-0.1060408693823604,0.12977067686961663,-0.11643812126196391,0.06917488969783879,-0.019293430491541416,-0.0013165958576990796,0.04540592438989705,-0.024237460286528643,0.04157329758891918,0.014055656366147135,0.0005942122550839661,0.06737919254266331
46608061680943872,0,0.6248915869267002,-0.7097468674238167,0.2784500449802191,-0.01630487207538822,-0.05897930996964043,0.03472517014278113,-0.016664082109142976,-0.021838254385650367,0.033632392873793084,-0.07505716002622112,0.06604563729292409,-0.06497141461055607,0.0033289724444198693,0.023761040537846938,-0.03973875418110528,0.03407752030743614,0.011331014312311672,-0.004172633549926515,0.04087202059080546,-0.0027191847389344942,0.045196847486715076
56252977678408192,0,0.49951746270612407,-0.7294726035213854,0.4337461974369122,-0.12061834757744667,-0.007997118667320077,0.05517536567230801,-0.011573505868096698,-0.005858354366211412,0.05234823576675042,-0.04509424001221022,0.07011961943473859,-0.03559017222356847,0.0162881028740891,0.012007630294843384,-0.01921134604109435,-0.0057931994062251305,-0.004857296394222858,-0.01200403459902498,-0.01775337047243257,-0.009342291555395682,-0.007170181110481927
63139734399542528,0,0.5191303785428792,-0.7139899854063972,0.4153784664228037,-0.16320697505773224,0.04603679600957902,0.0002217359386474193,-0.01806674264516206,0.0341623355782867,-0.024426356867825325,0.009787699266020279,0.022984455159067326,-0.04687723805747069,0.05421057937876471,-0.04347799563273714,0.06463666825980995,-0.024981121000614927,0.06060768244054076,-0.012405877414319233,0.02976828981961606,-0.01071988473522083,0.0074636951341747765
64368713521485568,0,0.5380588008567391,-0.7296644823871783,0.39536594427485694,-0.10878200045659728,-0.021097476170507987,0.037903094389493096,-0.021798368709104125,-0.007164862985164191,0.020371824928052167,-0.04459670411052322,0.046087474493464176,-0.04354529182433311,0.007863840050919656,0.004155711148407097,-0.020830773038839193,0.008952114007935913,-0.012832709762740948,0.008783733869071868,-0.00901092945035471,0.0008126681788560159,0.013619036790162721
69784942159807232,0,0.4887515605527122,-0.7139605679689154,0.4355245362674801,-0.1738470573410864,0.05140380383112638,-0.0030640924773579557,-0.0014379172668193504,0.030860349319587855,-0.010493845786302672,0.03646826461470293,0.009392607293959085,0.023410277467659665,0.017487275896383617,0.04170723035119812,-0.0074036745234702045,0.059339914541775445,-0.04770139415549409,0.05020547395629707,-0.07224430138533028,0.04189847745240358,-0.0916691921584277
69886853143994496,0,0.5600497896042643,-0.72971313813958,0.348775726579468,-0.049691312796389706,-0.06588780133218518,0.06573813632288732,-0.025378750982073074,-0.011860847808747722,0.047201014836541405,-0.05726754987287504,0.08395050728012914,-0.04145943814707558,0.04842047564265802,0.0240194251124504,0.019200107103053185,0.030975361009037097,0.02608868238752016,0.0184450674547863,0.01856556309564754,-0.008805201782199134,0.01830423049937033
74703607425569024,0,0.4811252726932518,-0.7291643529192191,0.44993305690266217,-0.16117369544387009,0.013811719012806698,0.02159099566771826,-0.009544524618208441,-0.015906239889164706,0.03212147718993908,-0.03893254847229124,0.04190471257047665,-0.028653426989369072,0.0017752959834417558,0.026186677664854913,-0.02364772792541216,0.027199040702846816,-0.0037029795755310927,0.010531280749098816,-0.00635849677735087,0.0071603670929950534,-0.009554433096317122
78846635958426496,0,0.47634984814456166,-0.7297894406640391,0.4479269650565142,-0.1486267604684672,-0.007804891397996739,0.04574889048309372,-0.03207593013976848,-0.005916184113828482,0.028460194647596245,-0.06327350021844969,0.0539173762850714,-0.06214960995350537,0.017810531171856034,-0.01597222012147321,-0.013360030355956237,0.008439256335659026,-0.010615071654607946,0.009378591022882231,0.011423803162157343,-0.010962252975366054,0.04117577449322102
79376016447500416,0,0.4352044586806202,-0.6998297826621066,0.4925568647569812,-0.25285780784271084,0.10315152111011612,-0.03348261820034049,-0.004570259141244441,0.014304691977144455,-0.01928514890604752,0.004876612602106323,0.008378108394819839,-0.024256384018313717,0.023080067027581985,-0.017305239661994206,0.012915603907091426,-0.001508721301389634,0.012524264186574905,-0.0034478292132503682,0.005469752804229439,0.0036498554134961683,-0.005629165533696692
80762260092162688,0,0.5039953812802387,-0.7333440002786443,0.4242756095623036,-0.12708699787367028,-0.015444421054936118,0.04213276004332631,-0.025603840657177815,-0.007261434980534589,0.025660964603835386,-0.04423791161743475,0.0467506797948029,-0.03547395542168884,0.0015462291034706312,0.02344620571191309,-0.032706033181199516,0.028338638706723405,-0.02049976733169847,0.01677392369646178,-0.008313010906750167,0.004956185787903622,0.0057176442412286265
83757226686850816,0,0.4553309942689521,-0.7164000449087319,0.4737015854679319,-0.207115675931944,0.05870772718408207,-0.004474160103548506,-0.005238723991565348,-0.0012943272630249853,0.0014405196373200868,-0.00868435568895563,0.017176996378160066,-0.03348403466466083,0.02645255982911105,-0.028304529708541193,0.026400380002481922,-0.03826736177820971,0.04347806354183483,-0.02720033371974063,0.018111995224662253,0.013223561713555255,-0.019228774591864985
84006403509432192,0,0.5312839820719378,-0.7316572178453644,0.39248435155745615,-0.09430199593805594,-0.0435037022899011,0.05584797930516112,-0.03418203094606811,-0.008503871596446635,0.03244669994542521,-0.058888952255891705,0.05972226409390767,-0.047602445687202614,0.005559581103882418,0.02021694263007622,-0.02726829758125898,0.023886427552362685,-0.012828140232620215,0.018825643972240336,-0.006324371703370714,0.005397486639406371,0.023035339354934847
