source_id,y,c000,c001,c002,c003,c004,c005,c006,c007
1792620565667968,0,0.5300003671888653,-0.7465791047113759,0.3750388676432826,-0.1399227895110812,0.038090564117630295,-0.0013758471827219293,-0.004513546806594086,0.003681818201042958
6052403489630720,0,0.5187421441173208,-0.7454019714673216,0.3857571961739029,-0.15439453290607777,0.050413081246215304,-0.009018600827818723,0.000382622808926865,0.0036390020768465384
10844075163628928,0,0.6192817811577394,-0.7411744040207864,0.2515525133408125,-0.04866837489141511,-0.02893914587608275,0.01750725272159351,-0.018743467881809896,0.0028293140065374254
11015044926034816,0,0.584475022189363,-0.7367310154550064,0.3276248439559888,-0.08750981167580071,0.022031256952117335,0.010591083908764254,0.002730795850736102,0.003917805435123061
11963171843658240,0,0.6074845007244343,-0.7302473659869121,0.3014465275162823,-0.07985989479044174,0.018749395248795844,0.00583377229215203,-0.0021832034629575784,0.007963353720850346
16615171179593088,0,0.6933446287735234,-0.6887013388642228,0.20828561979654578,0.010233004843548268,-0.026691681923869816,0.02762737592227111,-0.00045908236128251674,-0.0003863346771627325
25501939551450880,0,0.5644159126331271,-0.7508667483904293,0.3292217278511441,-0.09378846304086891,0.002354514555349568,0.016519675471455334,-0.01269314188041995,0.0033200258985135477
30269452033850624,0,0.5492874603477548,-0.7415899038295435,0.35555007314837195,-0.13951466695183032,0.047561300042687514,-0.012019668604424123,4.9461299091770495e-05,0.006399335182556477
31265029748469120,0,0.5458990148193354,-0.7449159256432915,0.35853865287944553,-0.1311594302065797,0.03402015625647711,0.0016740095167851981,-0.008301385636397225,0.010615142886148036
35928500943041152,1,0.640028958583807,-0.7166243083584823,0.26940574804341183,-0.060341996893140064,-0.014390951365371569,0.01633313464519655,-0.009548172164830152,-0.005184671228180721
36876009385300352,0,0.5942118269802023,-0.7412876932482028,0.2960824530470384,-0.09661569147950427,0.009198769615634653,0.0018152240369368297,-0.015018956082104231,0.009590006811905761
44951132016854016,0,0.7019328524957757,-0.6904135080299495,0.10580544824099954,0.06765287737610368,-0.10861246189975306,0.04548637830842501,-0.02896476489161796,-0.011963223871861406
46608061680943872,0,0.680221481625494,-0.7071290705674674,0.18962139317772167,-0.007141569957480552,-0.03206871366094125,0.009902452825038882,-0.004589191903487277,-0.01060269170271344
56252977678408192,0,0.5884716595631392,-0.7425264038739388,0.31290885951117786,-0.06223448464590652,-0.005073158612821783,0.022688694422488068,-0.0036607821612023098,-0.004079814012181712
63139734399542528,0,0.5975222149555748,-0.7325529561190663,0.3109375515235871,-0.09423348472504475,0.024694648302771093,0.0042315569353661734,-0.004047181695814057,0.01127595301154947
64368713521485568,0,0.6110320046950413,-0.7388807333637742,0.276940714171204,-0.05871981146761462,-0.015333237490964529,0.014925495795050687,-0.008777438418327694,-0.004006701367900781
69784942159807232,0,0.5808211224172837,-0.7400163239336796,0.3247877458460693,-0.09282974128878564,0.021687345665865086,0.011688922129533957,-0.004336605198200439,0.01710103326908928
69886853143994496,0,0.6355197495477858,-0.7316701870873721,0.2415209946175188,-0.016058722916714573,-0.035775289122612026,0.02874637541620172,-0.006837183537513003,-0.005489931638615391
74703607425569024,0,0.5675556149400828,-0.7507091105001954,0.3248520879561928,-0.09304071581662166,0.005603603810940608,0.006899203899881895,-0.003642500414505819,-0.0062236896958884355
78846635958426496,0,0.5668113911319099,-0.7544346869009094,0.3196933169393353,-0.08255009492041424,-0.008727367040445402,0.01723725482309088,-0.011792983417300819,-0.0047382137580161505
79376016447500416,0,0.5313986980614253,-0.7431268415973044,0.3726292767806804,-0.15364744107914016,0.05213530504455678,-0.01318735171379537,-0.001289216759777876,0.004914119942573509
80762260092162688,0,0.5870800927472014,-0.7488032898431747,0.2990863654218818,-0.06717660333194206,-0.013963574551207834,0.018475737504086407,-0.010956407698998452,-0.0029783625120977535
83757226686850816,0,0.5463536200167729,-0.7487913325385056,0.35198625266847205,-0.12605627866927158,0.03145826846378122,-0.005297447448422779,-0.0003370834645676237,-0.0026373321308083677
84006403509432192,0,0.6095943043506213,-0.7425489985378689,0.2706749419827524,-0.04535440627362858,-0.029908097236661754,0.024276834653617987,-0.013900592263816335,-0.004091092945489359
85707760314515712,0,0.6082679353347787,-0.7303227350449938,0.29870213607957297,-0.08385045297719544,0.019251888305085698,0.0017343189214477127,0.0013421178028177455,0.003084252154950477
93468972376758144,1,0.5913953469636407,-0.7292647169186164,0.32073088532003463,-0.1212805776307525,0.026836151856969512,-0.00953421692174446,-0.0033670325792003533,-0.004981936526364265
97013488627139328,0,0.5440427583023885,-0.7478120291637695,0.35921475692759386,-0.1224171262560555,0.027521753178905678,0.00164296204839309,-0.0026222260025257353,-0.0025356438652661155
99836961472298752,0,0.5458779343184542,-0.747203849589599,0.3516601161068434,-0.13561404162453417,0.03652325569156359,-0.01599143133593514,0.0017630784453526538,-0.007409447252939366
100734064176680704,0,0.5567189907617723,-0.7522814255777116,0.3346477320575178,-0.10906180357414332,0.011958858988912427,0.005690173431926041,-0.008785885733411398,-0.000675511473928957
101096662495962240,0,0.5720716181174957,-0.7530961913666311,0.3153867117275168,-0.073442235797438,-0.012471812435915204,0.020321013687764837,-0.008742332272210386,-0.008528322460461502
102622917779071744,0,0.5702335652097966,-0.7529343694938767,0.3177427564304394,-0.07641549390816105,-0.01591405640332154,0.022842842822841103,-0.0186660225928595,0.000506271534705901
102803104542235008,0,0.5303850435953897,-0.74791706313915,0.37161917974392367,-0.14034102432098172,0.03762569595129794,-0.0003252737363488845,-0.006555737567938944,0.007521824295569954
107344877838785408,1,0.6177064131643631,-0.7277579971056771,0.28855036009515533,-0.07244782434883136,-0.00616041299637751,0.01181520662655887,-0.005699721073453941,-0.009330091328495363
107585292928397568,0,0.5633967676520933,-0.7561738378806535,0.32052028928961696,-0.0857785601139606,-0.010652057719987213,0.01859802137048118,-0.015182398162805956,-0.002033208290215149
108002248353357312,0,0.5861290171275793,-0.7538381486823124,0.2879621181862869,-0.048020428894222644,-0.038022510852618416,0.03331179551698983,-0.01940713814677039,-0.0045446350362330435
115962815619380096,0,0.6372662714309858,-0.732820885168009,0.22338010421454485,0.006098542765416093,-0.06495303996797376,0.045747647887533584,-0.02474714603476712,-0.0022848304254751064
116691791828603136,0,0.5725543254952093,-0.7503098832495507,0.3168500323026054,-0.0884431100085724,-0.004107975247330944,0.02042108650542184,-0.020675253394853443,0.011795526227564855
120129277493243008,0,0.6107163428380291,-0.736406610234494,0.28435242586106124,-0.06029535686572933,-0.00335986875043317,0.014306642388615275,-0.004779648900706144,0.00045504151344158455
121824174666929024,0,0.6329342061041405,-0.727269761125196,0.261169074078563,-0.023867717551220646,-0.021254245558106424,0.03257322599346837,-0.009511626541422366,0.009529063686098372
125093503772825856,0,0.6129665014679392,-0.7379460628138254,0.27129511343909896,-0.07760983250633999,0.00029207273136545327,-0.003810484283290014,-0.005399775164534059,-0.006291987710717998
125893776439505664,0,0.5626440189145957,-0.7433683728349592,0.3426346930805218,-0.11248082779231684,0.026520747621221176,0.003476044096500987,-0.0054924228240071865,0.006253085612859126
127674641678296704,0,0.530180137487348,-0.7444874577975511,0.3740337507008152,-0.1493843955604008,0.0480425654887914,-0.007878059464213393,-0.002507198907790224,0.007352872210286404
132944115577925504,0,0.5880580110842916,-0.7463341611349186,0.3025904346461816,-0.07347529135866807,-0.0039365748921494255,0.01201442757204912,-0.004488730182290137,-0.005789140921028646
133373444804991744,1,0.5685243088280231,-0.74179867064386,0.3342179351423323,-0.1195002405251804,0.021091716420151656,-0.005249109292453154,-0.0035515971420236273,-0.006919490882220549
141428363911552384,0,0.5179551144492309,-0.7458670218424565,0.38355302411471337,-0.159580118615791,0.05154060036642544,-0.011009035331983167,-0.00321993416170082,0.006176427583863061
142086971376178688,0,0.5294551717884455,-0.7468934050840622,0.37266626763133204,-0.14483881885133387,0.04373404261737428,-0.0066959928642446485,-0.00020398754598867735,0.0033893387069245644
143510907654193024,1,0.5938841417465158,-0.7217860811803705,0.3324810782779227,-0.11925161985720704,0.03789455905163339,-0.008508255347703657,0.006423279986018186,-0.0034951973208399044
146588028382865280,1,0.6461508657489413,-0.7157887415275397,0.25693862281794944,-0.06334680493378515,0.009792403019089875,0.0003687290245569826,-0.0015098017079052885,0.002637419995371344
150218508402721152,0,0.7065834212651416,-0.6831601790107741,0.183572197212858,-0.009090938455210204,-0.010792761270802143,0.010149133340539258,0.0030639914317567582,0.00466531979132288
150480505705334784,0,0.7066605026961187,-0.6862212441695171,0.16755910798350554,0.015100994241827762,-0.032194290252168724,0.019625507413142798,0.00015979518498381989,-0.0023632358797083175
150610660393771648,0,0.6014462604304995,-0.7439680102792389,0.2792327333450117,-0.07517416212401053,-0.00790742273218765,0.01606133654500928,-0.0220634078494443,0.01856431095237265
162522700650966400,0,0.5773739858166109,-0.754561632702087,0.3013546191370134,-0.0687606913075868,-0.02313842836449633,0.027390655454309208,-0.02082515986380347,0.0037498873503584865
163016106492676352,0,0.6420480251568738,-0.7256624494938316,0.24243711301362317,-0.014194433363378306,-0.033163119066480506,0.031071490762333287,-0.012053338682241775,-0.000770781475390471
163565999746075264,1,0.6255283974967496,-0.7239969700657706,0.27913959944077577,-0.08074990048726577,0.0045372001523762175,0.003932667136719674,-0.008102499673331197,0.0012026217546170278
165712109004835712,0,0.6768501773128651,-0.7040528372213867,0.21301956475680817,-0.01669874705926718,-0.014733821602843093,0.0038446282897582245,0.006323835905598491,-0.015981213447594955
165787700429000064,0,0.6722061620811425,-0.7201041530537494,0.14018257866481554,0.02053432151680581,-0.08803837607106489,0.011800961741825098,-0.01618769502269516,-0.03693251770730224
169258102725227008,0,0.6116653449958217,-0.7333061566147603,0.2865491707845251,-0.07653013396557208,0.011594298417919693,0.0037812166459763106,-0.0025332718725796406,0.002270440141467733
170774775937432832,0,0.6641199471796109,-0.7203919010365936,0.18826572859153856,-7.469492172531207e-05,-0.05643395364991555,0.028454741459699086,-0.023176317213910273,-0.0021469564272420887
176164272695455744,1,0.6115265790387395,-0.7225551922574319,0.3107513660576758,-0.07191593240620693,0.023343347462534515,0.026424567620860328,-0.0035917100887979097,0.030900718508929198
176209799348981376,0,0.640029935452674,-0.7153451001780988,0.27454428452990426,-0.055210653084731415,0.010992258284987688,0.009559533081024793,0.0013284507505428307,0.0025119309752552987
177389712764641920,0,0.6571237480353112,-0.7049201898494253,0.25742761925291946,-0.06349797565477777,0.02846591011172667,-0.004559578998194163,0.004897610307344268,0.010947568604126493
181774221540061824,0,0.7049918958722059,-0.6875208343821644,0.15608210638898296,0.036512078889282,-0.058100506606340016,0.031351274847047944,-0.015689270926910633,-0.001431321298416295
184468780942344960,0,0.5806586145666411,-0.7511823510756268,0.304318910461438,-0.07224325175973723,-0.013737108679241772,0.01906153972180878,-0.013263532234197455,-0.0018948176762113062
189831438452843008,0,0.665467550156501,-0.7154483081890954,0.20785930462353144,-0.010068520110793296,-0.03711526837848409,0.020152914612836435,-0.013993080745709017,-0.0005504173972149421
190164354254168192,0,0.6109184839483581,-0.7307198231120187,0.29377567411431466,-0.07856884663133443,0.018121170424482858,0.0014021248750308289,0.0009053615689351601,0.004332812919169247
190970433715259904,0,0.5554180321011116,-0.7422316159152261,0.34925162815007443,-0.1293766297978913,0.04199382445667008,-0.010671691551465443,0.0031688815747463743,0.0007859681673183037
191727718051389312,0,0.6017191987269803,-0.741923848064997,0.285945187553561,-0.07520788826373154,0.001037711201652253,0.0012876401711271143,-0.0024490890151996673,-0.007307524540118369
195587076882426880,0,0.6534857707511245,-0.7142444975326891,0.24680522245609066,-0.030904628023410565,-0.009460136319333373,0.0256702670456095,-0.005668322858713302,0.012753220448792315
197796403761616256,0,0.5707490281950359,-0.7189887552788876,0.3710580859234817,-0.12127025314451703,0.06645726315827852,-0.0009108904180444728,0.018221219912654425,0.012677884959929003
199210757970191744,0,0.7210470834004106,-0.671032174558984,0.1676904120917545,0.014834374387533511,-0.027659461481262467,0.02516648402843704,-0.003821446791544709,0.007334171532141679
201146826149598464,0,0.5895718883741807,-0.7411214292393099,0.3103601335646038,-0.08137341302749095,0.009314178882383051,0.009521879084306555,-0.004119919310019223,0.002139360309455711
205078336132788352,0,0.6502114945799877,-0.7253178493883815,0.2137694533542589,0.002121043045400424,-0.05785573690325187,0.0383288667697082,-0.024878583112471993,0.001348868244103184
206657161813612288,0,0.6333011224155353,-0.7309521091447797,0.2481839141884065,-0.0515394329458984,-0.014793297482701922,0.006693566341415321,-0.010539293260140279,-0.003523051313317279
217062978512976000,0,0.6482261587342202,-0.7031853954678216,0.28780733173848366,-0.01254934557653925,0.008442405438140127,0.04262828868132182,0.006700890028272524,0.020230010478620906
218951870771462144,0,0.5319660509128985,-0.7549509662931645,0.3485870698543976,-0.15504724377032722,0.03265638534891464,-0.01600087872788183,-0.012878177898305662,0.0045001120653834215
219511728348315520,0,0.7278416808256292,-0.6706066169695205,0.1078091723655439,0.05212185757852392,-0.07260996631782303,0.024742570724323534,-0.014035971021666493,-0.010598903188247223
220091342774317056,1,0.7763717772335903,-0.615822765944571,0.11452498676631151,0.04846461974717998,-0.03845191137482836,0.029336468159075178,-0.011121284975989182,0.009029488719135781
220172981513287936,0,0.582014618761815,-0.7393516967331961,0.3184241399846671,-0.1113401087632163,0.02749729445564384,-0.006187550667415431,-0.004956416721881841,0.0029234035883228854
221005208733887488,0,0.6687313920629199,-0.7049717466905813,0.2315425411001641,-0.04653196767222855,0.0022943278566045027,-0.0030843721813363103,0.002483181147431061,-0.0038788918999978607
221190923119953536,0,0.5876520888741292,-0.7404881177538359,0.3114951344043676,-0.0950450826028027,0.014467156822062547,0.0033816811177124566,-0.006866089456396919,0.0034213805058354724
221375331836119552,0,0.6431069354690667,-0.716520711012489,0.2577571568654495,-0.07867892571604919,0.01569666537953161,-0.002470703886887964,-0.006842597483700599,0.009116147897758465
225573267233289600,0,0.6468711498496121,-0.7280702173986059,0.2195373260122864,-0.05203581580545995,-0.01953737442413553,-0.004424161240548019,-0.01208546693020933,-0.0044463105188876076
232217547284544896,0,0.6099716798740271,-0.7324334111778757,0.29025213658630244,-0.08319310451032355,0.016432222120383796,0.0012564174556961444,-0.0031114409547031902,0.005212958619413513
234507383322003072,0,0.6049957330123584,-0.7175383027002737,0.33292868848029306,-0.07703975519447769,0.043449538554630296,0.01106130121242599,0.015378037925275494,0.009778183147348468
234861632224343424,0,0.5943419421699856,-0.7495344125158158,0.2833756262384074,-0.06331720946405354,-0.018341217201987472,0.011635348351411178,-0.008725609779509898,-0.009853315488847296
235323736345986176,0,0.6577515733947035,-0.7231774652731687,0.20270965582780237,0.00090086492888311,-0.04855198986063723,0.026850796562463745,-0.01426451117147761,-0.0018622620635546823
236173899353193472,0,0.6489389542601977,-0.7298202183104984,0.19355206316317156,0.01976424965037232,-0.07805852100108134,0.040475429148003256,-0.02414702948558428,-0.008554751391239084
236895144624064640,0,0.5570907874242954,-0.747178835007539,0.3418356546255612,-0.11723582288441249,0.027084816564929243,-0.005082336944965818,0.001947420411713327,-0.003818410617767211
237133566847520000,0,0.6239576556636718,-0.7438266281297012,0.22823866978645355,-0.013489920759319108,-0.060350216440784456,0.02955520788233768,-0.020942896863875567,-0.013025321855630967
237331822538478592,0,0.6020520305328881,-0.7486445187307721,0.2702327822023453,-0.055930951345270256,-0.023846043276499612,0.010335141038362848,-0.0077207963911645645,-0.013253286130186951
238611138677074560,0,0.6872752431586395,-0.6898883900297551,0.221242510581674,0.02226022708204829,-0.018337591712828224,0.041256174128570744,4.861877360863982e-05,0.01498805216899535
239183090879100160,0,0.5424581671767427,-0.7542613589293626,0.34585666616130156,-0.1279277904407897,0.023077355534688683,-0.01175565944236466,-0.0003348833305922662,-0.013255722528920523
239492156726524544,1,0.5788220018052199,-0.7361370379435473,0.3334024569959293,-0.10713820016954845,0.019699372271513867,0.00512422494426276,-0.003928220805299623,0.0013436738962219552
240035968305378176,0,0.5698491012997696,-0.7513789252935813,0.32037699789559015,-0.0881704948562023,-0.003107207538174417,0.013201788618065232,-0.009585159907150812,-0.0032308167515557678
240432239167960320,0,0.6078458521947527,-0.7384773647255649,0.28657239959362935,-0.03666201200340992,-0.02261124291163572,0.03329031166689416,-0.009338824716024732,0.00017782200706728912
240978868246214400,0,0.5764430796151387,-0.7451888825594211,0.3213107457540595,-0.09470106349676778,0.012139740652243148,0.005601636073378241,-0.004182650650621303,-0.001331282441835892
