source_id,y,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024
1792620565667968,0,0.5292451261336666,-0.747755554159067,0.37330157166392935,-0.14099828238661294,0.03604713977060482,-0.0025075251385829876,-0.00706839995240529,0.002388825468493282,-0.004243450692511268,-0.00153303090282163,-0.0010907763707448692,-0.003807953308310015,-0.004707471158414236,-0.0003758427372770287,-0.006925446866288573,-0.0021068206321795332,-0.0031948255949279807,-0.0013387654835136395,-0.0009844148912944441,0.0020469584871186048,-0.0012480312933758739,0.004527015652121403,-0.0021239704434255916,0.0032004179644597405,-0.0007634196855867484
6052403489630720,0,0.518341900422466,-0.7451036831524859,0.3859236635561475,-0.15498500356673806,0.051037930646423514,-0.009829771047807209,0.0009555942542844956,0.002814957403280293,-0.00029912987825857126,-0.000405835277735634,0.004287417928828476,-0.0051435744479368314,0.003778369816291655,-0.0012148682017946132,-0.0018710204470350406,0.002827703173593144,-0.005649422281826402,0.006038317907746924,-0.009415411772891784,0.008984290081397648,-0.009327208493049428,0.006129821976468876,-0.004930374505908111,0.002829182540828701,-0.002729117896722771
10844075163628928,0,0.6182965089022116,-0.741635782666172,0.24895628136443163,-0.04879673106514383,-0.03187010729393505,0.017194056820679482,-0.022039851251510367,0.00176623623799695,-0.004636567386026603,-0.005403959675350278,0.0008310426093324049,0.0025416834667038833,-0.009985973309101531,0.01800311262244889,-0.01400652412306865,0.014247116285397808,-0.008342359952591374,0.011752540801215898,-0.001718117498630367,0.005133769504053653,0.009637086422150182,-0.005791906337422504,0.01385062887576043,-0.008080900295519097,0.004878187733672187
11015044926034816,0,0.5823217654561395,-0.7297642950482892,0.33733798605799564,-0.09139239603054698,0.03838664395733557,0.004168678979465795,0.023219789586370138,-0.0042543359823487325,0.03197901552845478,-0.013030273948380737,0.032775351427500876,-0.01378724987215644,0.021030143487775897,-0.007611793402153894,0.009647483361131234,-0.010893541863775587,0.007451739931831269,-0.014903041542275253,0.004607296290978063,-0.017100396376922854,0.006062120999134127,-0.016110354366779947,0.0042290857907429065,-0.00835127742315743,-0.0019670738056321068
11963171843658240,0,0.6061411104247804,-0.7300262658707476,0.30275194090436613,-0.0826337667044991,0.0216267596902129,0.0021701946143488802,0.0015407366641826353,0.0032789946107401992,0.005327992635086722,-0.007166881023752813,0.011132639860678275,-0.010373774542318135,0.0019176546524429584,-0.0015522835161367117,-0.0018493739846933048,-0.004813609168108343,0.0014477591308797025,-0.006499820205770189,0.004430177661615419,-0.007418781538119039,0.009138640130753908,-0.004578885360362167,0.008961871971068706,-0.004709658189875104,0.0034655635628637062
16615171179593088,0,0.6898417902616107,-0.686909196267188,0.2179236979943159,0.001766257834372196,-0.012174100245792267,0.0173529118445187,0.017583696466255187,-0.013580756700693038,0.03156160795400758,-0.024251747135346353,0.02591113819976132,-0.015516116303197639,0.0005813636146095026,0.0013091970742692917,-0.009145418298592453,-0.007553547039021351,-0.003051813434473523,-0.015485522762248558,0.0001048207077161053,-0.017547452944671332,0.007800412271309323,-0.018316689577840186,0.011305827377271227,-0.010740261878119682,-0.0012326740744532192
25501939551450880,0,0.5624240669284221,-0.7494907066299153,0.33277868129614796,-0.09883043997555323,0.009682861354221032,0.00948202213100558,-0.003482476704957826,-0.005768476496220053,0.014241625909719894,-0.016634041713599543,0.017838502044147143,-0.012621559294131342,0.006939475380698592,0.0013363847628277796,-0.00413277807047851,0.007068790412805235,-0.005173140997591565,0.004743841134028115,-0.001976759018369282,1.1176031054274335e-05,0.0032128564671584157,-0.004999442942639506,0.005248220425534949,-0.0038212971332871677,0.00012777380836014504
30269452033850624,0,0.5481838571851432,-0.741754033394061,0.35534185946541536,-0.14141347401419183,0.04814463855021262,-0.014499273390238755,0.00046922720332447045,0.003524031943988134,-0.00243272486053587,-0.0024789535791614665,0.008924984592616958,-0.012362550660796232,0.011954610114519619,-0.007374176881684827,0.00517726223440476,-0.0008553748871965826,0.0008188978576355338,0.0004031091030108021,0.00010016228228270609,0.0015940777917007195,-0.00019957023888646442,0.001969537147194321,0.0011889942892927604,-0.0016703346542080158,0.0028540696513183507
31265029748469120,0,0.5460023556081255,-0.7456139230209438,0.3562381658748738,-0.12970866873553188,0.03009087388608403,0.003996497771889487,-0.013783228316805786,0.013900352503097612,-0.010987699459293622,0.006597303902579053,-0.0015968280957801557,-0.00017928478452883414,0.00046806049749851755,0.0023652967112741743,-0.002100082306445232,0.0051371503425857576,-0.006501042237020458,0.009747369871229717,-0.011079548877777382,0.012281420736949744,-0.010733466378614994,0.010134188529927922,-0.006615214811369129,0.00429085080418312,-0.0035085161027365694
35928500943041152,1,0.6352058725105126,-0.7143168560322571,0.276925358887696,-0.06964348464711663,-0.0005479481631815155,0.003929840778029344,0.00790833610965492,-0.021191118990701745,0.0291031285605256,-0.02978314955082222,0.02756437592595362,-0.018331619645667624,0.007119682933659725,-0.001767617538758473,0.0007672202150359032,-0.0008755663540068378,0.0011238258795397604,0.0002891489767495351,0.005205621082949128,-0.007310382451094462,0.01810870057238741,-0.017788588463592114,0.02015602500421366,-0.012085760349002597,0.006007723528955701
36876009385300352,0,0.5940194776070933,-0.7426143282600647,0.2871979180581532,-0.09164021209648184,-0.0037466537077015796,0.008729153636741966,-0.03158818223107329,0.01857137687483313,-0.02849065770023401,0.01440980282674351,-0.01606888944556741,0.008924214143144867,-0.011502574829583013,0.01846431456558114,-0.009909791728618233,0.01961374906903813,-0.001628838761790101,0.017593950585970148,2.9722317816820798e-05,0.01834915526163645,-0.0013223268736938605,0.016958689546190828,-0.0021866413189228426,0.008543325576819173,-0.0046840230544574245
44951132016854016,0,0.6947759209364164,-0.6884368209822859,0.13106793753816756,0.045712671102456644,-0.07342779649658153,0.02079912020518618,0.011783051369219213,-0.04245809817872828,0.0643591648136364,-0.05768224358360079,0.06486784106199615,-0.03610555432491706,0.028767777393316138,0.003483746105997214,0.006029835291893998,0.016718766711400365,0.00573315654140928,0.007075136231523343,0.018831312419242227,-0.007585427503382597,0.027303598516483556,-0.016421051869949403,0.0228170887950099,-0.011722806128474619,0.0015106166413553774
46608061680943872,0,0.6755386671962884,-0.7060284926422187,0.19866595427398656,-0.017559531894318175,-0.01804817286849446,-0.0026879481576913365,0.012568178881930602,-0.027184531879212312,0.028534280948693747,-0.03298552373357904,0.02658393418431337,-0.015022073397606505,0.00409344061969167,0.010323583064730666,-0.0008314949498128744,0.007003129579709124,0.014666284872869192,-0.004116147285606933,0.018894699834077867,-0.004877535578723942,0.015537707059782377,-0.00836798897910708,0.0115428526129385,-0.009203591309394242,-0.0038656010468446664
56252977678408192,0,0.5856159748508392,-0.7392014587226706,0.3204378881415508,-0.06954587110836515,0.00863555600483884,0.012821404511708422,0.013551786257238633,-0.016409298229941204,0.030135473367191478,-0.022758975427495522,0.021626501311725145,-0.011995574175336315,-0.0006765940417308553,0.0007965849400615298,-0.009081020514522547,-0.003920865355669498,-0.005238067105625772,-0.003980218075185781,-0.006868403053006635,-0.001878554650718369,-0.00404906977085005,-0.00022121413860032383,-0.003605861184024431,0.006614547641739782,-0.011061579741553643
63139734399542528,0,0.5935422403830299,-0.7282049497399482,0.3169381047430504,-0.10022739074049056,0.03611061686699973,-0.004361939649670628,0.009613915524569472,0.0006392437966246633,0.01564005257254411,-0.013921392808315553,0.03162587995728286,-0.026567805120332848,0.03508326785895169,-0.019368806579844158,0.029791789459729472,-0.011182717376887965,0.020436185513029614,-0.007206240451681009,0.008462376848728618,-0.00690373147340424,0.002131339510898823,-0.008741544421220656,0.0009379169117052513,-0.008960957509983549,-3.181701397400385e-05
64368713521485568,0,0.6081218908295809,-0.7388855346284068,0.2800001831939609,-0.06547239194346718,-0.0088335490921513,0.006256025164447778,-0.0005639902537122904,-0.015259422510740552,0.014101104612450356,-0.021314230702682024,0.013807215888555486,-0.011967720346864621,-0.0012425903765847129,0.002838466880577931,-0.006665320030299104,0.002756077220438794,-0.002031665107407623,0.0009199188719515219,0.0013450335771266928,-0.002148634891035029,0.006478499522781212,-0.005154662444257986,0.007916710983894201,-0.0026039482710089406,-0.0009142716277401267
69784942159807232,0,0.5827989696713433,-0.7326555856953154,0.3207993194404222,-0.07853233547431292,0.013798946656637952,0.029358162745736077,-0.014793593280784207,0.03960173884766338,-0.016654512271240932,0.03601141309775398,-0.012368890644293412,0.029986109077212796,-0.01588098674467553,0.03209331580425063,-0.02688927878022757,0.03073438995317372,-0.036144767588416345,0.023256392333115293,-0.03733392327694379,0.017734558249591945,-0.03409612871611646,0.014664810024747447,-0.025172193106599655,0.014630882081551878,-0.016883224267730146
69886853143994496,0,0.6339598206644997,-0.7235155797271066,0.25845387147077153,-0.021845687074972548,-0.011208904580905937,0.02088885148264706,0.022622285237646693,-0.015549177779044467,0.04640367841367973,-0.021511240132223,0.0441889401410133,-0.006233386162480869,0.02364117939961688,0.0115519208642639,0.012016672660352735,0.00823029796863737,0.010225421950622812,0.0005236624526145365,0.005312413904143996,-0.00735299919876877,0.0017231694922947782,-0.01092798448358611,-0.004582586630553925,-0.007659322490024172,-0.011303338443388043
74703607425569024,0,0.5668359643352424,-0.748540897566612,0.32874747560765394,-0.09524291653913254,0.012271118070335115,0.0035076958976841153,0.004955450908416439,-0.01096598945963338,0.015845319496835954,-0.011388426670086741,0.010049435007156937,-0.0006466822347828087,-0.0047117419490350365,0.013259732467979183,-0.008899224256248584,0.009596728367124368,-0.0031825048195615315,0.003698917791426558,-0.003515215513582182,0.0018871998749528862,-0.0034550617027797564,0.0002624347305448437,-0.0019954139640077965,0.00042191135645784113,-0.004723969488453707
