source_id,y,c000,c001,c002,c003,c004,c005
1792620565667968,0,0.5295992123407018,-0.7460766202416849,0.37599509549861915,-0.14101967352075487,0.04031327037877232,-0.003214201192358734
6052403489630720,0,0.5181093588150698,-0.7458795985769886,0.38518403869358436,-0.15564700406039927,0.05016234121858525,-0.010831561339851482
10844075163628928,0,0.6200781261271011,-0.7387853444337787,0.25810615039629603,-0.049545573916037866,-0.019217091239681718,0.016015211075299907
11015044926034816,0,0.5837033836539625,-0.7378054907161276,0.3263626031998622,-0.08900204244521595,0.020619115008006013,0.008623082368003795
11963171843658240,0,0.6062090270769737,-0.7310031110853138,0.3015025374162186,-0.08273598571359378,0.0198159995774783,0.0018357108455500104
16615171179593088,0,0.6934281564109211,-0.6885597321428523,0.208473431484937,0.01038370311866408,-0.026455504597400103,0.027820864811327988
25501939551450880,0,0.5645932447380159,-0.7490030514457939,0.3331119562292446,-0.09470074496887805,0.008842877700580624,0.014795065208574066
30269452033850624,0,0.5481634402650903,-0.7423346290246113,0.3548083299777994,-0.14172412420835695,0.047439432636481926,-0.015197471319312844
31265029748469120,0,0.544508484016098,-0.744550132611365,0.3599805924317805,-0.13456059147558513,0.038077090913384674,-0.003628540294425715
35928500943041152,1,0.6413958137267964,-0.714256626854334,0.2731396787535795,-0.05827429457137678,-0.009476083043270906,0.018918442355705608
36876009385300352,0,0.5933332908789921,-0.7399344852406702,0.30036117878047247,-0.09972097421568354,0.016810907867192807,-0.002974297579391419
44951132016854016,0,0.7068350675905094,-0.6855021222627626,0.11764100575424077,0.07224843035603572,-0.09362949303141525,0.051432516062002775
46608061680943872,0,0.6823143040822064,-0.704636150584626,0.19185360838796403,-0.00300876803305681,-0.029762341795475683,0.015245622597486333
56252977678408192,0,0.5893270174233565,-0.7412716397959216,0.31449715370098025,-0.060657089813849534,-0.0031923308966487775,0.024740439808120546
63139734399542528,0,0.5957479924957801,-0.7333733632256338,0.31127060982523197,-0.09821236584538844,0.026660315866260047,-0.0014162486933491359
64368713521485568,0,0.6122176214539559,-0.7368460955975004,0.28032645083111923,-0.05710772534857546,-0.01081255696903223,0.01692018515594267
69784942159807232,0,0.5781918753865309,-0.7415876246345872,0.32462891861874577,-0.09891030078505897,0.02377361031164435,0.0030956862922439593
69886853143994496,0,0.6368405800750171,-0.7297294858931139,0.24434068945699294,-0.01391593329532129,-0.032260718303430906,0.03149878281196074
74703607425569024,0,0.5688103639599078,-0.7492386090733222,0.3266701335792098,-0.0906990296890696,0.007483025723401377,0.010029491138429552
78846635958426496,0,0.5683120908868385,-0.7517232720807063,0.324111399690836,-0.08058905680961222,-0.0026621771829060154,0.019585884961804183
79376016447500416,0,0.5306030529697536,-0.7433923363240071,0.37242731602866896,-0.15525933187948557,0.052694086897819965,-0.015620557606367276
80762260092162688,0,0.5882353073111678,-0.7465216024777416,0.30310816065563456,-0.06590535894236606,-0.00831833448940845,0.019936202862105082
83757226686850816,0,0.5468259282868095,-0.7484193290445507,0.3523875906418428,-0.12512005939003035,0.03165508062182474,-0.003978019164329903
84006403509432192,0,0.6111709027229654,-0.7397507965796138,0.2759062344087323,-0.04367756289712282,-0.02272161641257617,0.026279936947861758
85707760314515712,0,0.6076722954537631,-0.7310058632570743,0.2979838255672135,-0.08500731554134365,0.01855181882135881,0.00018773634867167907
93468972376758144,1,0.5924455986034312,-0.727997558337666,0.3223365002702161,-0.11941615741807433,0.028585922411015173,-0.0070409325221265535
97013488627139328,0,0.5445993442677455,-0.7469842962103324,0.36032860967322045,-0.1214381175732647,0.028872081562005138,0.0029146176076660594
99836961472298752,0,0.5471198212261857,-0.7467562764166761,0.3519514082383939,-0.13310761183852196,0.035720469633873,-0.012311897194158358
100734064176680704,0,0.5573159346047172,-0.7505509170972039,0.3376027637349506,-0.10858222683437423,0.016442035293993556,0.006016916969628175
101096662495962240,0,0.574000536126668,-0.7503958976322094,0.3191241916833482,-0.07014209877089066,-0.007981552319484124,0.024607162129830457
102622917779071744,0,0.5713407788356399,-0.749811179876265,0.32402052932589553,-0.0762772284198609,-0.006292167369427299,0.02248996669170072
102803104542235008,0,0.5294504517325126,-0.7474505875263591,0.37277120139461356,-0.14268193697306208,0.04082511370945003,-0.004079795311167799
107344877838785408,1,0.6196094078656188,-0.7254046383558754,0.29127748554002,-0.06889499191503129,-0.0032349624152942812,0.01651465594196448
107585292928397568,0,0.5646895849278847,-0.7532515044727043,0.325832540775492,-0.08473683512337696,-0.0028401099643087396,0.019560204600985037
108002248353357312,0,0.5882421572954305,-0.7501288221864068,0.29514281875769693,-0.046117073962582245,-0.027968777176112496,0.03549075983712004
115962815619380096,0,0.639629628678931,-0.7292345386091119,0.2327069390898087,0.006963721942830065,-0.05203472541672539,0.04671509651675386
116691791828603136,0,0.571887854044657,-0.7483412398091407,0.3227430543168538,-0.09229160793600903,0.006466030242017796,0.01438894175535184
120129277493243008,0,0.610887809867204,-0.7356562134363976,0.2859712413324149,-0.06039818739728207,-0.0009020514127967468,0.014061073260647393
121824174666929024,0,0.6319939410259297,-0.7274188791031257,0.2639313952097024,-0.027465703597401556,-0.016293510872338924,0.027673237665266977
125093503772825856,0,0.6143876647064914,-0.7361770580292797,0.27369010419608797,-0.07519981468378087,0.0030693773281904426,-0.0006560086395184072
125893776439505664,0,0.5618394099534835,-0.7430966325875173,0.3437571781382177,-0.11453997299195559,0.02924643285120323,0.00033954549880839006
127674641678296704,0,0.5290407002012435,-0.7447880168540758,0.37391932783052295,-0.15178759849699044,0.049180085405917846,-0.011529436148576084
132944115577925504,0,0.5892842403848095,-0.7447438464854991,0.30462669569372025,-0.07125878888883909,-0.00163038627472989,0.01492616070856958
133373444804991744,1,0.5699225267663769,-0.7402823579276242,0.3361019246844744,-0.11694510670616368,0.02294574914782442,-0.001781814318688023
141428363911552384,0,0.5170578502981306,-0.7458466314667422,0.38375229491698915,-0.16151520207385003,0.053039471812418144,-0.014064560058411996
142086971376178688,0,0.5288875358542521,-0.7472292460896006,0.3723229917003933,-0.14599401782204888,0.04378861584443707,-0.008385817804878345
143510907654193024,1,0.5943199047242906,-0.7226006527554757,0.33076621013255364,-0.11822216120067422,0.03469125269493621,-0.006774902797529106
146588028382865280,1,0.6457440061169879,-0.7159416799789339,0.25728294004127406,-0.06430645885834022,0.010556986512687314,-0.0009526707275090609
150218508402721152,0,0.7056554730319142,-0.6844800844587279,0.18222146598316433,-0.010906605715906282,-0.012361789902376717,0.007806202443694975
150480505705334784,0,0.7070295271386637,-0.6857769080334234,0.16758797361928404,0.016032407901880968,-0.032294696100176566,0.020822241979248833
150610660393771648,0,0.5997144440643188,-0.7430549427239929,0.2854766478101425,-0.08160126832307116,0.003398904420764164,0.006685931943825359
162522700650966400,0,0.5781846305860586,-0.7516814338885405,0.30822768375145615,-0.06983394460979277,-0.012365358877390578,0.025368641087232663
163016106492676352,0,0.6429264791023696,-0.723746339551381,0.24685123171873427,-0.013862106518405632,-0.02690665849381946,0.031386646611583524
163565999746075264,1,0.6256881286656367,-0.7227883939995932,0.2818474890458422,-0.08103627894055196,0.008682213583739069,0.003322157084143528
165712109004835712,0,0.6793325596718603,-0.7022591032522943,0.21156471420795178,-0.010518914940369337,-0.018082971414193138,0.011922899998736029
165787700429000064,0,0.680075779660554,-0.7120462241851762,0.14789222713918404,0.03519329454987617,-0.08027609512286935,0.030531594538856576
169258102725227008,0,0.6113856623493453,-0.7331807929154994,0.28723239641335835,-0.07731870884707706,0.012880129125865497,0.0026394620688838114
170774775937432832,0,0.6663173523871282,-0.7171592719861982,0.1971510504176664,0.0007606098023806649,-0.04436830482512601,0.02942962505567512
176164272695455744,1,0.6067732316786355,-0.7269090637397153,0.30945412394546085,-0.08322849370858083,0.024965202296348493,0.010833284532687611
176209799348981376,0,0.6395483295817612,-0.7159793137058315,0.27390012862877,-0.05617137609775673,0.010305839563858296,0.008297119368627596
177389712764641920,0,0.6550193490149897,-0.7075296920586235,0.25495700351303197,-0.06765151113580925,0.025902949989061775,-0.01003114420044602
181774221540061824,0,0.706400160729925,-0.685428439283814,0.16218210458592708,0.03698500481954384,-0.04992067284694759,0.03199481731119898
184468780942344960,0,0.5817899867807237,-0.7486581681052584,0.3090270384246638,-0.0713268233140906,-0.00690264105261718,0.019962113011014408
189831438452843008,0,0.6664835037314429,-0.7134347252740846,0.2130914801391668,-0.009828629450775417,-0.02984680986023939,0.020376925757737727
190164354254168192,0,0.6101239718681499,-0.7315039798193322,0.29310471465055266,-0.08017857384535142,0.017637933468682563,-0.000769616144015616
190970433715259904,0,0.5551474223253887,-0.7429694124180962,0.3481596744930405,-0.12976389516768377,0.04039010495198331,-0.011072654892278249
191727718051389312,0,0.6031344308681423,-0.7405040364004091,0.2874039311710597,-0.0724687804553135,0.0023001073999922394,0.004959444399589414
195587076882426880,0,0.6517118126886149,-0.7155804913238821,0.24805091128893703,-0.035724507102707324,-0.006517919664039346,0.019191022980569527
197796403761616256,0,0.5682024800395563,-0.7247167216649224,0.36417172518166413,-0.12643857987124849,0.05719135189861408,-0.007280410874817684
199210757970191744,0,0.720115175596674,-0.6720534150091738,0.16887524734360876,0.011944176279677048,-0.025635689220778964,0.0214392205009726
201146826149598464,0,0.5894118336523301,-0.7406689590596461,0.3115533693308732,-0.0820747440689933,0.011413200756908172,0.00843544481165864
205078336132788352,0,0.6519515311362493,-0.7223706663651215,0.22298179597241996,0.0015870771729134983,-0.04485584070386335,0.03747498939321407
206657161813612288,0,0.6345244559592976,-0.7287669003752079,0.2522072282939515,-0.05009950775170728,-0.009364052125854583,0.008449115585226378
217062978512976000,0,0.645057393094357,-0.7082593341371773,0.28421837232792097,-0.02038583423647856,0.004983768632840003,0.03239092258394332
218951870771462144,0,0.5318893888368712,-0.7528893457785507,0.3521967328105906,-0.15604777082806193,0.039086350625816564,-0.018169283634177483
219511728348315520,0,0.7306764352733528,-0.6669744752833106,0.11361975693641728,0.05626699183457863,-0.06540548350485151,0.03006152770356332
220091342774317056,1,0.7757544252422354,-0.6167959413736767,0.11869062832463503,0.04478028174059799,-0.03261894085002536,0.02472052254722104
220172981513287936,0,0.5817155119883572,-0.7387797454855409,0.3197766773629352,-0.11223775822905688,0.029979859171254442,-0.0076368225690684344
221005208733887488,0,0.6693260960971167,-0.7047391999783399,0.2308890022607959,-0.04509061480212823,0.0010196330892628808,-0.0011412876176860346
