source_id,y,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012
1792620565667968,0,0.529603094840729,-0.7471466989773315,0.3742690604025598,-0.14057811526471778,0.03723759302357312,-0.002128083906499274,-0.0056500243790205806,0.0027733758753512214,-0.002476833810716783,-0.0011319010829833232,0.0012479057445794156,-0.003376660851140811,-0.0012959933769284581
6052403489630720,0,0.5185707118223821,-0.7450359110020441,0.38626923442682,-0.15481419692954,0.05141444814062549,-0.009684856303236249,0.0015055682932586284,0.0028819621322314667,0.0005249599325513031,-0.0004182951703488863,0.005491679584019259,-0.0051241766334956425,0.005465388945025231
10844075163628928,0,0.617199651300841,-0.7427616831011133,0.2509538853999413,-0.0530606332300391,-0.028519544228877765,0.012143858718634359,-0.018398903465048244,-0.004094481981161184,-0.000505769892769188,-0.012692099278464463,0.005917451437370973,-0.007454470771749718,-0.0028872932881085066
11015044926034816,0,0.5834574919508024,-0.7308041682005342,0.3367832677908943,-0.09010828300969655,0.03664130430583407,0.006170367189320148,0.0210778091420767,-0.001635777924782196,0.02931256484199496,-0.009471218509491355,0.02922946920275684,-0.008766544325238549,0.015887028332928387
11963171843658240,0,0.6064976198376456,-0.7297494385768162,0.30339419132982437,-0.08225108093839993,0.022217571871525284,0.002689462893136213,0.0020785078477016613,0.004005217853102697,0.005805065827787138,-0.006146920153158793,0.011570320788208108,-0.008972277560099117,0.002458698851717459
16615171179593088,0,0.6901925201554441,-0.6867728477405897,0.21956351990691877,0.0014619611356744971,-0.010251706369931501,0.017228775524637134,0.01967802603653074,-0.013399109042652936,0.03398204093418371,-0.02372727427342306,0.028938026388636812,-0.014807716609085628,0.004892301005822593
25501939551450880,0,0.5621566428343788,-0.749321817668115,0.3333348493053558,-0.09957365295446689,0.01074294270174368,0.008521757476574621,-0.0022801569224146744,-0.006824377564775993,0.015625077735648838,-0.017849884609872448,0.019556744766766127,-0.01407851056644283,0.00929805280795846
30269452033850624,0,0.5488150450757097,-0.7417604151367312,0.3552762502385024,-0.14029064527210425,0.0474584935832638,-0.012990922899258402,-0.0004485199029394927,0.005352418794700874,-0.003598593550056228,-0.00015109276451847508,0.007372738968706246,-0.009004356812361393,0.009618889033840752
31265029748469120,0,0.5460452076911244,-0.7459283246332254,0.3564520604008501,-0.1301874008954854,0.03046829654972625,0.003313909008041171,-0.013184373252864433,0.012920116357538827,-0.010068645620524293,0.005195781375698347,-0.00023754172190973327,-0.002135979375916977,0.0023845663074644205
35928500943041152,1,0.6355497004860606,-0.7146809159451413,0.27760725037440354,-0.06996170479501514,3.144158359751475e-05,0.003745139503642415,0.00829853259694503,-0.021159993169939235,0.029221740841173557,-0.029438543054672157,0.02733039444061383,-0.017526594467892714,0.00648329052639481
36876009385300352,0,0.5931760562760942,-0.7444375522502297,0.2878071009264272,-0.09542093285042026,-0.0022566403985906087,0.003991059516934419,-0.02974449221702899,0.012633111776424132,-0.02618813191114218,0.006625313505723722,-0.01301922332648786,-0.0019534061636527107,-0.0069595240237305496
44951132016854016,0,0.694603912810766,-0.6906100642091828,0.13069678527663758,0.0434507821616031,-0.0740424764411576,0.0184161832891442,0.010725089376149556,-0.04504798162545032,0.06264018364524178,-0.06060972288130282,0.06221514985650294,-0.03955269875054683,0.024804416718614452
46608061680943872,0,0.6745564808533759,-0.7076198493577406,0.19813706424268726,-0.02012868188869926,-0.018444417106514926,-0.005479286844362973,0.011884975969439887,-0.030313120374793726,0.027482607128063663,-0.03677687183591569,0.025116669798304903,-0.020236962169679542,0.0023816189394380593
56252977678408192,0,0.5858991423350323,-0.7386077085073102,0.32142145896557905,-0.06922436312599528,0.009946104943772216,0.013120020411416581,0.015214514415654972,-0.016085783634402134,0.032352974960819736,-0.022433666711473194,0.024730751952121585,-0.011764257073413657,0.0039743125397591695
63139734399542528,0,0.5960518624739471,-0.7309407421143871,0.3143110613316019,-0.09728907011574298,0.030545659284488356,-6.790746283942033e-06,0.0028660209355882748,0.006047033426601119,0.007391406434167975,-0.006971751521195426,0.020979037772474392,-0.016675846915748752,0.01979752959728669
64368713521485568,0,0.6079023725200141,-0.7386575808175879,0.28090652655583853,-0.06622313998276362,-0.007448866393625109,0.005344615387461912,0.0009425692828504596,-0.016247177073036585,0.0158203857861814,-0.0224841177476893,0.01595101798248402,-0.013534287122073552,0.0018333222909245877
69784942159807232,0,0.5836797364103574,-0.7377820596917738,0.32438396362354993,-0.08540084905027605,0.01871615389393285,0.021180091133113668,-0.008475832466407167,0.029541774287616975,-0.008244125446384417,0.02295837310119444,-0.0008207804930490867,0.011736876291665017,0.0006399528784626558
69886853143994496,0,0.632764235171658,-0.7265245424423235,0.2557860672307359,-0.024817294192863097,-0.014130042239858732,0.017680341933966223,0.019349022844429988,-0.019206404241149954,0.04254700568054892,-0.025955494246628397,0.03936275777584589,-0.01226891229020093,0.01702028554973587
74703607425569024,0,0.5656697700838432,-0.7489672143663709,0.32896604658785106,-0.09787134529160711,0.013633780875687519,0.00019855364178349226,0.006633497138806021,-0.014873422666633067,0.017961697536704405,-0.016371430475354092,0.012948428408451135,-0.007666931247595919,-0.0003628262697254209
78846635958426496,0,0.562202726766014,-0.7528889457108767,0.32452697921780177,-0.09310416416129012,0.002859634084709296,0.0030954334553888354,0.0026609988260124645,-0.0227083449406,0.02350180691882137,-0.0330008210365772,0.021864479668594904,-0.020068466597831104,0.006122647993047475
79376016447500416,0,0.5306799146894257,-0.7432990881524653,0.37242945511744946,-0.1549750715509187,0.052470608960787354,-0.014976227310050915,-0.0010897206210814722,0.002710235491434252,-0.0018978217543246677,-0.0027913860502120796,0.007047004538487036,-0.00791288191750948,0.007393866534979537
80762260092162688,0,0.5847200715768467,-0.7480862709306823,0.3029740620376259,-0.0734400894461215,-0.006243509863074454,0.010274246399014116,-0.0013060609315719998,-0.013460056760549106,0.016240879462393536,-0.01960531701537283,0.014414780255933155,-0.009941469924527003,-0.0006828777746750097
83757226686850816,0,0.5447299394364254,-0.7476371094979903,0.3541215976372195,-0.12958382352247386,0.03635783511772042,-0.010341245382874335,0.005860266996177558,-0.00909113003088138,0.009074814239559538,-0.010745393555021325,0.011740093352398647,-0.012070454521745776,0.00931697621535019
84006403509432192,0,0.6062222347442564,-0.7417305769041921,0.27679365469861145,-0.054383945879217084,-0.018629063002920457,0.012769944859083945,-6.321422989444819e-05,-0.018680864915439983,0.023013043535076685,-0.027263420983485567,0.020638810682071664,-0.014086825482615972,0.0012754964248791578
85707760314515712,0,0.6075401449290566,-0.7297911625037765,0.3004139800855938,-0.08561342443405567,0.02218759166617053,-0.0006015012872474112,0.004932724768919583,0.00018011624950827057,0.004894722981782176,-0.004249034461811463,0.009765787493057168,-0.007883130327407466,0.002251967468042516
93468972376758144,1,0.5888747849908891,-0.7305342471859377,0.31981649014350666,-0.12578277738624183,0.027399645772128525,-0.015376131320328624,-0.002477246153147202,-0.012614756713193339,0.0014234688148178297,-0.013889038731071404,0.002659341103954489,-0.009003445305266722,-0.0026088722916472254
97013488627139328,0,0.540999031310221,-0.7459270690547805,0.3624365977831338,-0.12881504412972053,0.03575385558019424,-0.007534575536313578,0.007992194969599417,-0.014347911531327298,0.016817545599892746,-0.021005894276856986,0.01759689727356826,-0.016071563965422662,0.007898329352545258
99836961472298752,0,0.5429133126135355,-0.7453551300618654,0.3543910593805412,-0.1412056377924118,0.04358038426157675,-0.02404814791537789,0.010791275139850882,-0.017921891805793694,0.013285406519186237,-0.0183567376402477,0.017413802625236115,-0.01634086767645463,0.01264375368239062
100734064176680704,0,0.554885066507505,-0.7510324689405666,0.3377053972348184,-0.1135621283056989,0.018404003214440582,-0.0006350410332923918,-0.0006286390793322305,-0.008843507625483787,0.01282935749368715,-0.014897431646351945,0.014170430436789871,-0.009296506645563288,0.00447613824334362
101096662495962240,0,0.567319107294926,-0.7480129474558623,0.32528132512205954,-0.08464095584417142,0.006926410562663961,0.004908996119229077,0.015334204386748884,-0.02792179723163911,0.0398026333465208,-0.0365764689733103,0.03464061577588634,-0.01834912268621043,0.010394267532803087
102622917779071744,0,0.5659905666436158,-0.7562100968355516,0.3142222456474633,-0.0843720627908927,-0.017541593754847807,0.01293985461837361,-0.020536350126243823,-0.012204784949762069,-0.0024584792284232586,-0.02312459672438831,-0.002002444568736846,-0.01462014817943861,-0.011929285941528011
102803104542235008,0,0.5297084917424189,-0.7487503411665726,0.37045354842903405,-0.14145129006825174,0.036372563163987584,-0.001621846203213715,-0.008373554649308366,0.0059961801638580454,-0.004842825736662487,-0.0015648360575929332,0.0032042954208329915,-0.007156137731619134,0.004300878241614146
107344877838785408,1,0.6137335567301623,-0.7252898708728701,0.2960497019683547,-0.08102445104230317,0.007529406173726586,0.00031190663471677635,0.011557860165607666,-0.024054608098258507,0.029825805775948865,-0.02811956355972809,0.021580662020791903,-0.012378481295449172,0.002664392509377639
107585292928397568,0,0.5603924966093627,-0.7551233396885364,0.32450301053168135,-0.09338502936764305,-0.0017307260885622362,0.008342766458487302,-0.004029478907036905,-0.015114688600871453,0.018113158100684416,-0.024215988170108758,0.017485972682837154,-0.013433609539031336,0.0028310219623463562
108002248353357312,0,0.5822771498604904,-0.752101802190168,0.2956702407954484,-0.05902405304780244,-0.023252729297125296,0.01901248771736816,-0.0013681829850330192,-0.02247194340510718,0.02985469292217492,-0.033690943281111205,0.02582815864944441,-0.016553064484052277,0.003868516082882951
115962815619380096,0,0.6320438556695577,-0.7335256930169757,0.23286821272965555,-0.009299153646500255,-0.048473108583215824,0.02717364690774674,-0.005198581556848122,-0.02533956053895565,0.03167621179641314,-0.042205916112968596,0.0304982810800829,-0.02578195547897302,0.003130397661055383
116691791828603136,0,0.5714426776405079,-0.7530920135561572,0.30947441659445835,-0.08725088933730221,-0.01447702500498608,0.022538845809720754,-0.033746421572783576,0.014532799012592563,-0.021978714734920194,0.005347271010607712,-0.01493423102485917,0.0008697166773047734,-0.010747146632865268
120129277493243008,0,0.6094199639544978,-0.7349777702526715,0.28890241542497785,-0.06413395770463079,0.004100073141007826,0.009250715338792029,0.004479528833872375,-0.005938196744039696,0.014937493739106387,-0.011237743842033946,0.01495205194667653,-0.009097557010988445,0.004873899755728575
121824174666929024,0,0.6334422629201175,-0.7236532488293609,0.26881946112228977,-0.02474436333317298,-0.010765567151964436,0.03117636916508529,0.003257784821557818,0.00791224608490332,0.0196638838191208,-0.0028732671132998436,0.023583078889260835,-0.0016110048168179573,0.009269716439225119
125093503772825856,0,0.6108671850095153,-0.7384584235402224,0.2723582425049987,-0.08202191660343866,0.0031274340790830397,-0.009390655113285108,-0.0018433155326403636,-0.013540985312247109,0.005676425279438349,-0.013205233168285983,0.0069418759801335465,-0.008592824821763238,-0.0006959217259990934
125893776439505664,0,0.561115668829856,-0.7418879361984493,0.34549880600845845,-0.11591397267394105,0.0322236539009479,-0.0014375187038300089,0.0014330095513025868,2.58024809296211e-05,0.008317931846044607,-0.009924914439042776,0.019429555407253888,-0.013037089424801456,0.013724887933890451
127674641678296704,0,0.5307205354023934,-0.7457095819871328,0.3716500698248029,-0.14755915582338375,0.04356950101724673,-0.004950895726572748,-0.008426409115680683,0.011291751444975578,-0.010178137707731353,0.00742591741421105,-0.005807435836328777,0.0030441243695509827,-0.005692206707782768
132944115577925504,0,0.5846287322985559,-0.7432957776752669,0.3098948673637003,-0.08163937556835275,0.009648062002136302,0.0010184288316673726,0.012461011865085057,-0.019772642621662524,0.02801864364046827,-0.02567604788350506,0.02525402957070729,-0.015902369091751977,0.006745673447723695
133373444804991744,1,0.5656656845413686,-0.7408033500936588,0.3368108961554441,-0.12525046198577708,0.027573108116613846,-0.01327846656297463,0.004868791377197432,-0.017432748910722152,0.014114204729118944,-0.01972482064944865,0.011871904801763098,-0.01008410905530314,0.0028915899241809435
141428363911552384,0,0.5170152312814538,-0.7460400493801427,0.38324815638542514,-0.16129628266421525,0.05198727553006267,-0.013355119891445081,-0.0029365801930509266,0.003299655309242741,-0.0023697107397101205,-0.0035483292175773518,0.00833150549046975,-0.010723932271195924,0.010985673428268073
142086971376178688,0,0.5288769095727538,-0.7453374919392998,0.37494604641726687,-0.1463190364853904,0.04802411912832395,-0.009152122006682839,0.005182687562951975,0.00026201073695404794,0.007428122797425175,-0.004725199775918506,0.012458021156965362,-0.0077706331253938315,0.007572559781495096
143510907654193024,1,0.5925499447043359,-0.71743112825335,0.3393027655329431,-0.12156442150581995,0.049114654516805294,-0.01258068651095591,0.020873413129041167,-0.008901294552309702,0.02426440089425939,-0.010087663646686673,0.01988802041657335,-0.005445515840881734,0.008467554572710373
146588028382865280,1,0.644282825856582,-0.715347816185325,0.2601858827271744,-0.06750530278044696,0.015194416151161861,-0.004917002754946213,0.005072670145421371,-0.004180498251234233,0.009174252381527344,-0.011819362987675722,0.016224730156746196,-0.010311873095871308,0.005637918165964571
