source_id,y,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021
1792620565667968,0,0.4290361769506716,-0.705974517214961,0.5032719849097727,-0.23789587646228796,0.07987674037791831,-0.006911635284124085,-0.009394430914419296,0.00985897744113743,-0.006672711332502873,0.0019728771567240986,0.0075150483215608525,-0.010518284746684493,-0.0022270688823709463,0.0024108861555376974,-0.01835158597975169,-0.006886032092768657,-0.009767675766113459,-0.011444976407427292,-0.001000969693147751,-0.0016244579154613512,-0.0013194068861544477,0.01396450502729199
6052403489630720,0,0.4144518023616605,-0.6984147631770822,0.5100910582214204,-0.25734299384526504,0.0988171206439962,-0.02449802124039148,0.0015773008594314397,0.00848133833880406,-0.006688276393153947,0.004948695558630702,0.010280994349917858,-0.018309074390688535,0.02090051323652545,-0.01459896537295312,0.00968798827464613,-0.006564714046498116,0.0012072290344823846,0.0026799240267721828,-0.017852072623202042,0.02394183831353285,-0.030291701799359225,0.02176300440529953
10844075163628928,0,0.5509401735702242,-0.7322726702999122,0.37058240627714445,-0.09754959281615606,-0.03335810036466292,0.0313067581781547,-0.04008474667821127,0.00423756153070958,-0.00500624764440278,-0.030367211738822935,0.025967257362299417,-0.030185056702900927,-0.003969594869971248,0.028473570341670692,-0.032726797238693775,0.026909506146629007,-0.030899624236760112,0.03658744867033309,-0.028229278787686496,0.03344211455379999,0.014412078387455425,-0.010298666917678502
11015044926034816,0,0.49827094761917357,-0.72115841099632,0.4388945459274374,-0.1554156646708896,0.03432987277011725,0.022693849001148486,-0.0012453338568610064,0.016111352662013356,0.029305576190093694,-0.008300533815120326,0.06002288447905168,-0.020761037496786452,0.04849742308488253,0.005053025890067102,0.017577548649931853,-0.0007622566282253934,0.016634709892479994,-0.016461992850026166,0.005511550736406323,-0.035516406216114946,0.01903522967587288,-0.05539918620923331
11963171843658240,0,0.5345505261626916,-0.722126927025027,0.4096334885835904,-0.1411359877296768,0.037532911807785195,0.0053980019894397345,-0.006585475625410787,0.022955744211444258,-0.0017384435129991983,-0.0022618548604179953,0.030902329469604597,-0.026004826521912577,0.007996204029252565,0.007824629843748938,-0.012168899626333957,-0.0013280595093346185,-0.00702587989820771,-0.008536630097698599,-0.00267674098503487,-0.020210694531687487,0.021864790582530155,-0.011444882214216648
16615171179593088,0,0.6282684007718984,-0.7006268268526811,0.2980793745449553,-0.005068535055760015,-0.05112895891530376,0.061663746114951526,-0.0047576305722949646,0.0057592416679004615,0.04889365948365541,-0.04018601475604761,0.07876393007823367,-0.04033263869742885,0.01843215141037779,0.028761710698142134,-0.026318308950144767,0.012514081667480852,-0.014323366961618627,-0.016085582877942553,-0.016684456101855195,-0.030739473566852842,0.013045862743422044,-0.057808865488243835
25501939551450880,0,0.47368002421562744,-0.7258114095465975,0.4571023684980735,-0.17140500450111618,0.01621219501893785,0.03274797407596254,-0.03143806232279228,0.010420308724144609,0.012366333557291788,-0.031007956560113226,0.04574527069337084,-0.045634200391467816,0.032563074926037806,-0.009848735436028105,-0.004323464764379948,0.01751150807164416,-0.01684406704423972,0.02057342579232205,-0.015265577263138383,0.01110131650792378,0.004317257801162104,-0.014712285958495162
30269452033850624,0,0.4603942915835167,-0.7068167007817382,0.47104482248438434,-0.22981258883005076,0.09279668296057651,-0.03283777237205643,-0.001059755090262597,0.017830543170254478,-0.02484312229828151,0.014164642475187972,0.00626647209033424,-0.027745950797558858,0.03103000057413981,-0.025253925733785654,0.0174771255121083,-0.005485537711071463,0.00320320404713306,-0.0028095897541830866,0.0004561653432819184,0.0027214159139991225,-0.003911395114740597,0.01172379849011364
31265029748469120,0,0.45012052396569985,-0.7079771982422609,0.48196796338224857,-0.22800111005541618,0.07636634346571815,-0.010872539433179887,-0.017136368311564818,0.023884385274198023,-0.02567023716900061,0.014779906165740833,-0.001991535289072639,-0.010658576342444218,0.010784596228447487,-0.009037009048311485,0.011146224867429617,-0.007371222193134199,0.0017733310392744883,0.00855606427358143,-0.021041935567080894,0.02847824395214544,-0.03257517282400466,0.03612802984540333
35928500943041152,1,0.5693734207811466,-0.7039067702392501,0.3824239455077385,-0.1108692171766548,-0.02080409937476153,0.04437239707311279,-0.026905242002557082,-0.0069591012691931605,0.0371331800407907,-0.05605054070752121,0.07113684175441509,-0.05311794920468696,0.020823186594253616,-0.0021549834641812786,-0.0032076758088083086,0.0024290384222806004,-0.013288513763942697,0.0237087932476521,-0.019787707583514426,0.009213836879704961,0.03898920409832511,-0.054980257359237866
