source_id,y,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010
1792620565667968,0,0.4292263445602945,-0.7065400611254626,0.5031552084182609,-0.23830125801672328,0.07912529919150389,-0.00731381243031373,-0.010571563377110965,0.009316222246717364,-0.008227362706672087,0.0012672041882160396,0.005575280468185312
6052403489630720,0,0.4152601243195715,-0.6997544849275984,0.5108765227546481,-0.2576085419927398,0.09852136592088127,-0.024122123323012026,0.0008513766465626395,0.009084021460970523,-0.007663790443883655,0.005704501665242988,0.009102300613500144
10844075163628928,0,0.5535966891190172,-0.73535859246985,0.3714066130521295,-0.09632617947516739,-0.03554552635035174,0.03421331999959761,-0.04322878275077398,0.008038702549847595,-0.008917495441700217,-0.02567560167421689,0.021229669193940617
11015044926034816,0,0.49937310626557635,-0.7234327025975293,0.4410682128769712,-0.1582462793560627,0.03702789782194083,0.018652235727866225,0.002604070484607314,0.01052105745451093,0.034451969774141195,-0.015518629482092474,0.06651587164317253
11963171843658240,0,0.5348276792359797,-0.7229811108951244,0.40995353032866144,-0.1424067730326094,0.037780387955924144,0.0034943473711078494,-0.006254342497203931,0.020340277402629288,-0.0012981141495320354,-0.0056339190512455836,0.03146812308757036
16615171179593088,0,0.6307328303704494,-0.7043843353033805,0.2989262218357842,-0.0072673217653142375,-0.05198000674920345,0.058466166573636597,-0.005716536208958906,0.0010370367439542277,0.04784710216076498,-0.04643442593315247,0.07752184041684981
25501939551450880,0,0.47475119951405087,-0.7276157478329215,0.4581221567354142,-0.1721636482473322,0.01621814339692652,0.03223606374226202,-0.0315534834955244,0.009634487951525297,0.01233753133404539,-0.03212033461539711,0.0457801437406791
30269452033850624,0,0.4607835764660957,-0.7075867936030896,0.47194792035862293,-0.23080333483215304,0.09399836882058275,-0.03421861663474067,0.000614948476589403,0.015961003565803787,-0.022637967399879607,0.011754859724498986,0.009056109551970958
31265029748469120,0,0.4512977071644804,-0.7095339411609424,0.4828650798234931,-0.22761420320243342,0.07574592607831018,-0.009274806386198367,-0.018400914841865474,0.026191786879776486,-0.027348950232261113,0.017690990498800394,-0.004006007327129716
35928500943041152,1,0.5714137221653703,-0.7069888462959691,0.3840870865430163,-0.11275999830050763,-0.020264403385998567,0.04214136794912137,-0.026107402788045804,-0.010268994053148215,0.03844017637820271,-0.06046249353960537,0.07285926246504174
36876009385300352,0,0.5227541262614723,-0.7219616505384047,0.4131953363007541,-0.167476660489588,0.03557223143993255,-0.007830756651571107,-0.032161061690662636,0.023245796637090047,-0.050120160469785804,0.02128997987338823,-0.02922296700861177
44951132016854016,0,0.6308353593571756,-0.6885105109615306,0.21167965993873283,0.06811790775347293,-0.16415260693426986,0.10210010521861175,-0.06785518161314322,-0.022075772871820873,0.06856796805035945,-0.10968983732831988,0.13912618720941472
46608061680943872,0,0.6281993896138542,-0.7133966420298192,0.28075632860577404,-0.01662069986206689,-0.05762155033690003,0.03452720343618245,-0.014341328619646421,-0.022461179791958545,0.03698033682894789,-0.07609470560872447,0.07035549470386306
56252977678408192,0,0.5000831847838558,-0.7308575883292413,0.4338497083848622,-0.12176683120509656,-0.008856411486777318,0.053681710670385976,-0.012825085717359193,-0.008025561747592287,0.050782261086217154,-0.04792766475839861,0.06816384371845692
63139734399542528,0,0.5225769969781764,-0.7190667379364756,0.42062341351375004,-0.16679625564860442,0.05164871008646176,-0.00403904468537376,-0.010354837532705217,0.02847408862750337,-0.014219643180963889,0.002292049630209377,0.03608199641858092
64368713521485568,0,0.5388140489743601,-0.7309211388303731,0.395680234022054,-0.10931228480780751,-0.021640007018454196,0.037379660578990934,-0.022575986080955575,-0.007977464140270934,0.01941612458179529,-0.04569624927138627,0.04491891730074427
69784942159807232,0,0.496180052340575,-0.7238079051630606,0.43972390297567704,-0.17233531353281423,0.04692003839500873,0.00379288001097035,-0.009220259336504147,0.04088591465089664,-0.020926373104024284,0.04929009338036303,-0.003305662804482719
69886853143994496,0,0.561856162572892,-0.7313960195512743,0.3514657173663783,-0.04933695267022249,-0.06282283510160704,0.06667262882092692,-0.020728356416230654,-0.010838898940377277,0.053566012050325934,-0.05606529627183243,0.09199728340386132
74703607425569024,0,0.4822323569666664,-0.7306477462664921,0.45049933914642015,-0.1607191361889837,0.012802987494922768,0.0230132805917714,-0.011089900761937114,-0.014062746689293377,0.030190099376095094,-0.036613521237816596,0.039487505718351634
78846635958426496,0,0.4774833569522788,-0.7318941785229396,0.44954081615310065,-0.15028463598480235,-0.006600655884139395,0.04371238194481272,-0.030365595694753434,-0.008869856560650794,0.030870148934731174,-0.06718696481651928,0.05697366926863012
79376016447500416,0,0.4353259471273497,-0.7001641605142267,0.4931922311173328,-0.2536631477307806,0.10431444290169212,-0.0347640262821234,-0.002872117394029392,0.012536321949189156,-0.017035887296201993,0.002603733990655094,0.011200397478088073
80762260092162688,0,0.5054553415253796,-0.735346561880452,0.42489109166362465,-0.12670558288314102,-0.01682881702742448,0.04351199104148723,-0.027631838521170064,-0.005569912443219874,0.02316589980288762,-0.04217887021607548,0.043667221885441615
83757226686850816,0,0.45646599730370585,-0.7187238833761767,0.4758944964899736,-0.20971641744724692,0.061133987675611484,-0.007967466720503653,-0.001876766082458048,-0.006101624486463396,0.005908824387635535,-0.014874721630360204,0.022813518739052706
