source_id,y,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018
1792620565667968,0,0.4291333126357363,-0.7060542845455606,0.5033751050821452,-0.23775297848470192,0.07986978785725343,-0.006599714301885601,-0.009433827802227714,0.010292498009309098,-0.006723427945680445,0.002525592851829633,0.007455286582477751,-0.009843294415696575,-0.0023019320747807376,0.00321898127253553,-0.01844359737919718,-0.005944417813893766,-0.009871710035552319,-0.01036254672630812,-0.0011176781412317784
6052403489630720,0,0.41510054793051476,-0.6993100278346275,0.5106444058483313,-0.2570666222575744,0.09839951955639406,-0.023402417834504915,0.0007244979691250521,0.010061582124194243,-0.007830161953955845,0.006963558258111613,0.008884352657435231,-0.015877542449962118,0.019227118505661965,-0.01168533910726215,0.007687379570885423,-0.0031398105772048285,-0.0011304026224886123,0.006642385751571923,-0.020560895579309967
10844075163628928,0,0.5514016487401511,-0.7326945886610349,0.3710265185634048,-0.09727338046231394,-0.0331048044799001,0.031888912247954,-0.0397094260840815,0.005008822425498711,-0.0044728622063943575,-0.02940591366808574,0.02665983483285847,-0.02899799539440447,-0.0031601780361397314,0.029942272886919613,-0.03179350084375461,0.02862447878203434,-0.029811643204985673,0.03857059279870853,-0.02697837034921255
11015044926034816,0,0.49887751522917,-0.7225909890448674,0.4395970141883511,-0.1570289896166535,0.034737977162505596,0.020447500505536138,-0.0007094568833723675,0.013003423527306832,0.03004876203975967,-0.012315640785122345,0.06097929702827055,-0.025701336751975484,0.049626039397975,-0.000806440045180067,0.018864427678088647,-0.007619621932018773,0.018123008260227197,-0.02437609092926432,0.0071997274653496585
11963171843658240,0,0.5346512365577589,-0.7224114626792535,0.4099089984047961,-0.14164577914792975,0.0379602517860334,0.004614830135724898,-0.005969619672022,0.021879538683249572,-0.0009240292379741929,-0.003644349937141388,0.03192468247011763,-0.027704608351184965,0.009228859586525811,0.005800146668629122,-0.010716389154899319,-0.0036967360733255027,-0.005340500519111458,-0.011266184137199814,-0.0007470753623872044
16615171179593088,0,0.6292785801826897,-0.7023210055763112,0.29868531074617893,-0.006478558007661505,-0.05095581073358877,0.059543009737680085,-0.004396677022544399,0.002717762100982334,0.04945684611809678,-0.04415730878390627,0.07949609766565373,-0.04519284285445564,0.019197039095531346,0.02308447128361719,-0.025490798319799526,0.005844791012108064,-0.013338266427549903,-0.023812467225234637,-0.015557340258502103
25501939551450880,0,0.4737450015440009,-0.7259240876192685,0.4572024007184177,-0.1714889348968935,0.016297735488162345,0.032651170194289154,-0.031320026821237974,0.010283361321194775,0.012528634526830684,-0.031188111826629845,0.045951908095364695,-0.045855407959867436,0.032810143042526885,-0.010106218824391635,-0.004036924339601477,0.01721547266654256,-0.0165131214841744,0.02023460144612288,-0.014886296904579445
30269452033850624,0,0.4605189663993472,-0.7069228510299632,0.4711390420287343,-0.22964932034633048,0.09274771441906506,-0.03248410471588281,-0.0011703715637263754,0.0183352896492315,-0.024996050441017766,0.01480874740813845,0.006085917985048463,-0.026968583580913204,0.030818560141308692,-0.0243245988134681,0.017222067214330228,-0.004392558852598285,0.0029024483020570076,-0.001550459622506132,0.00011098578579948091
31265029748469120,0,0.4510601959900214,-0.7091291294724097,0.4826992401864275,-0.22749200729082986,0.07590522736657049,-0.009283253177387553,-0.018095286612291192,0.026158290256129,-0.026944017512413602,0.017658149533451316,-0.0035177525035610707,-0.007190088360191475,0.008969587702131535,-0.004890871669693262,0.009000735542321054,-0.002516770793790181,-0.000740084252634984,0.0141848141860911,-0.023970588866960726
35928500943041152,1,0.5703582841403553,-0.7053365046039058,0.3834475280590142,-0.11178298933019155,-0.02008064432605073,0.04327557868360678,-0.025846830516682105,-0.008575195327892334,0.03864669406422769,-0.05819471969927209,0.07306964772852252,-0.055723206492388704,0.02305603501952405,-0.00516342142303461,-0.0006166102251880504,-0.0010766696468791543,-0.010298469057158727,0.01970938067832944,-0.016372480720440775
36876009385300352,0,0.5214228117058344,-0.7205581469095877,0.41275255619541634,-0.1684905185421245,0.03678225635231137,-0.010162127819632168,-0.030159419163266258,0.019936802784643295,-0.0474478527382921,0.01706538226324034,-0.02596424396409045,-0.011587689084611698,-0.020284999225986748,0.020962349390900414,-0.031857269012748136,0.03359653477248463,-0.005736898394886465,0.03173801473243643,0.003397185160118772
44951132016854016,0,0.6237085919134723,-0.6806064641614907,0.20833583241307815,0.06818645649679,-0.16419967918965578,0.10227418982390565,-0.06980619719806444,-0.020044242100539955,0.06424490703700055,-0.10617999497609452,0.13311782620896634,-0.11658754149442492,0.0730840165792396,-0.01928575014228245,0.0031677541049188666,0.04552057096568258,-0.019071678062069664,0.0416887246195379,0.020033491711432712
46608061680943872,0,0.6253430575904044,-0.7101678405814684,0.2790923815354144,-0.016356186312714793,-0.05813686923420066,0.034678362048921454,-0.015398535134686211,-0.021942231253431085,0.03533612020045292,-0.07521718941775249,0.06819098509681883,-0.06515252810048623,0.005878412318150624,0.023602338252877515,-0.03675488246477218,0.03389536758847987,0.014824400402277928,-0.004407305242186585,0.044886474030543064
56252977678408192,0,0.4995181978306263,-0.729557716572571,0.4336833631924759,-0.1207666387791798,-0.00813626201357345,0.054948698309049186,-0.01177604143341297,-0.0061730030465964305,0.052082806294936286,-0.04549885753830219,0.0697876569008787,-0.0360865496610609,0.015884690958190326,0.011416725027915695,-0.0196886595690095,-0.006485317905459281,-0.005410338264842943,-0.012802113379052913,-0.01838678684173217
63139734399542528,0,0.5190323467391141,-0.7139039627268661,0.4153671685149348,-0.1633368090039641,0.046171223622504455,-4.037325315369363e-05,-0.017852389810319454,0.03379409590953064,-0.024143017267994837,0.009323048651425213,0.02332721917982309,-0.04743506219272222,0.0546190421056161,-0.044146760786023274,0.06511856171019552,-0.025769399459264677,0.0611697491523236,-0.013318242133970091,0.030420339654511314
64368713521485568,0,0.5381070602272572,-0.7296850948360913,0.3955258517512156,-0.1087733108301248,-0.02083442587093693,0.037924315481063293,-0.021415154185128255,-0.007137763655009648,0.02087990484368406,-0.04456322084496487,0.04672392830464823,-0.043503762502990956,0.008631357504570199,0.004207294574995796,-0.019926075569519794,0.00901262278738707,-0.011783012244821802,0.008853436601278115,-0.00780921951769315
69784942159807232,0,0.4907021613246737,-0.7168196361513819,0.4364521658699493,-0.17396036906925497,0.04984627455718567,-0.0020485698641938984,-0.004040123169447641,0.03241238390107109,-0.01396981679899499,0.03844451006516188,0.005142352318955216,0.025743849497509543,0.01237735746458604,0.044553872205849034,-0.013557235464424803,0.06271735146907333,-0.05501032289582627,0.054019164035751806,-0.08068778913534906
69886853143994496,0,0.5600167115065741,-0.7296771893354298,0.34892673967467347,-0.04982099718989241,-0.06552481316757965,0.06551438963552916,-0.024859474433938055,-0.012155653240966626,0.04787671244614712,-0.057640096816001414,0.08479274623461984,-0.04192078130289559,0.049445245811088036,0.023459120997999395,0.020414358491077984,0.030319320451335872,0.027496513856891638,0.017690977628702368,0.020178455246974536
74703607425569024,0,0.4811894506059865,-0.7292452977897522,0.44990984810050805,-0.16109133419721958,0.013629051833327318,0.021769905162002466,-0.009815629173172283,-0.015667985087507517,0.03177114078161028,-0.03863034315798245,0.041466665437049445,-0.02827884086648869,0.0012372773194444706,0.02664454048080752,-0.024287185732858454,0.027734228551209824,-0.004440469632986454,0.011144609325935508,-0.007203017544519512
78846635958426496,0,0.4766281334202764,-0.7301533086648728,0.4485469416639475,-0.14885564109089747,-0.007010141926655324,0.04549901171153124,-0.030927362834776213,-0.006287670666590858,0.030006055330180956,-0.06377202366523176,0.055858902596553954,-0.06275575384374138,0.02013815343886439,-0.01667267610954049,-0.010626867588114727,0.007630414975648597,-0.007443121292410063,0.008445979663088481,0.015063905894962605
